CementComponent,BlastFurnaceSlag,FlyAshComponent,WaterComponent,SuperplasticizerComponent,CoarseAggregateComponent,FineAggregateComponent,AgeInDays,Strength
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,180,51.86
380.0,95.0,0.0,228.0,0.0,932.0,594.0,28,25.42
531.3,0.0,0.0,141.8,28.2,852.1,893.7,56,69.66
331.0,0.0,0.0,192.0,0.0,978.0,825.0,7,14.59
231.8,0.0,121.6,174.0,6.7,1056.4,778.5,28,32.72
281.0,0.0,0.0,185.0,0.0,1104.0,784.0,28,23.69
446.0,24.0,79.0,162.0,11.6,967.0,712.0,3,15.42
382.5,228.0,0.0,185.7,0.0,941.6,734.3,7,9.62
213.7,164.2,0.0,185.7,0.0,1046.9,776.4,28,32.84
230.0,0.0,118.3,195.5,4.6,1029.4,758.6,56,38.7
237.5,237.5,0.0,228.0,0.0,932.0,594.0,365,56.83
381.4,0.0,118.3,191.8,5.8,1047.8,739.3,28,29.22
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,3,6.9
540.0,0.0,0.0,173.0,0.0,1120.0,613.0,90,56.06
288.0,0.0,0.0,192.0,0.0,932.0,717.8,7,20.97
153.0,102.0,0.0,192.0,8.0,888.0,825.0,28,33.49
222.4,0.0,96.7,189.3,4.5,967.1,870.3,3,15.42
250.0,0.0,143.6,163.8,0.0,1003.5,900.9,28,37.27
254.0,0.0,0.0,198.0,0.0,968.0,863.0,3,9.99
157.0,236.0,0.0,192.0,0.0,935.4,781.2,90,39.3
277.0,0.0,0.0,191.0,0.0,968.0,856.0,90,27.23
387.0,20.0,94.0,157.0,10.9,938.0,845.0,7,10.09
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,270,50.77
252.0,0.0,0.0,186.0,0.0,1111.0,784.0,3,12.55
213.7,98.1,24.5,181.7,6.9,1065.8,785.6,14,34.74
249.1,0.0,98.8,158.1,12.8,987.8,889.0,3,12.54
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,1,6.47
339.0,0.0,0.0,185.0,0.0,1069.0,674.0,3,15.04
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,7,52.01
331.0,0.0,0.0,192.0,0.0,978.0,825.0,360,24.1
255.0,0.0,0.0,192.0,0.0,1047.0,806.0,180,38.6
393.0,0.0,0.0,192.0,0.0,940.6,785.6,7,21.82
173.0,116.0,0.0,192.0,0.0,946.8,856.8,90,29.07
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,7,14.5
288.0,192.0,0.0,192.0,0.0,932.0,717.8,90,52.91
339.0,0.0,0.0,197.0,0.0,968.0,781.0,90,47.28
322.0,145.0,113.0,178.0,8.0,942.0,801.0,28,24.39
295.0,0.0,0.0,185.0,0.0,1069.0,769.0,28,26.94
135.0,0.0,120.0,180.0,7.0,961.0,785.0,28,33.27
297.2,0.0,117.5,174.8,9.5,999.7,822.2,28,44.87
299.8,133.7,103.3,211.5,9.9,878.2,727.6,28,36.35
355.0,15.0,132.0,168.0,5.9,879.0,730.0,28,13.82
141.3,212.0,0.0,203.5,0.0,973.4,750.0,7,8.06
165.0,0.0,132.1,175.1,8.1,1005.8,746.6,3,4.78
192.0,288.0,0.0,192.0,0.0,929.8,716.1,28,28.63
218.2,0.0,123.8,140.8,11.9,1075.7,792.7,100,15.34
393.0,0.0,0.0,192.0,0.0,940.0,758.0,180,31.02
251.4,0.0,118.3,188.5,6.4,1028.4,757.7,56,32.33
385.0,0.0,0.0,186.0,0.0,966.0,763.0,28,29.87
322.0,0.0,141.0,200.0,10.9,1047.0,678.0,56,51.96
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,90,29.23
277.0,0.0,0.0,191.0,0.0,968.0,856.0,180,28.68
236.0,157.0,0.0,185.7,0.0,1012.4,759.3,3,14.94
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,28,23.89
166.1,0.0,163.3,176.5,4.5,1058.6,780.1,3,12.73
203.5,305.3,0.0,203.5,0.0,965.4,631.0,7,25.56
322.2,106.3,0.0,137.8,11.4,852.1,840.5,28,38.46
362.6,189.0,0.0,164.9,11.6,944.7,755.8,91,79.4
236.0,0.0,0.0,193.0,0.0,968.0,885.0,180,25.45
382.5,0.0,0.0,185.7,0.0,1047.8,739.3,28,27.04
166.0,260.0,0.0,183.0,13.0,859.0,827.0,28,8.54
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,28,56.81
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,28,23.51
385.0,20.0,94.0,157.0,14.3,938.0,845.0,28,59.0
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,90,32.53
166.1,0.0,174.2,176.5,11.7,1007.2,893.7,3,25.57
122.6,183.9,0.0,203.5,0.0,949.9,694.1,90,49.8
322.0,145.0,0.0,178.0,8.0,1000.0,822.0,28,35.23
181.9,0.0,0.0,185.7,0.0,1012.4,828.5,28,32.01
251.4,0.0,118.3,192.9,5.8,1043.6,754.3,28,44.61
397.0,0.0,0.0,186.0,0.0,1040.0,734.0,7,9.85
424.0,22.0,132.0,168.0,8.5,822.0,750.0,56,33.96
331.0,193.0,0.0,193.0,0.0,978.0,825.0,3,9.74
153.1,142.5,0.0,182.5,11.0,943.1,678.1,270,42.13
238.2,158.8,0.0,185.7,0.0,1040.6,734.3,28,37.17
525.0,0.0,0.0,189.0,11.0,1120.0,765.0,28,41.67
323.7,282.8,0.0,183.8,10.3,942.7,659.9,28,39.94
212.0,0.0,0.0,185.7,0.0,1085.4,799.5,28,43.7
212.0,0.0,124.8,159.0,7.8,1085.4,799.5,28,35.23
380.0,0.0,0.0,228.0,0.0,932.0,670.0,28,33.94
159.0,167.0,174.0,201.0,10.0,913.0,778.0,28,17.34
173.0,116.0,0.0,192.0,0.0,946.8,856.8,14,21.91
276.0,144.0,0.0,180.0,11.0,903.0,768.0,28,31.18
136.4,162.6,125.8,171.6,10.4,923.2,764.4,28,41.68
203.5,135.7,0.0,185.7,0.0,1076.2,759.3,7,15.42
183.9,122.6,0.0,203.5,0.0,959.2,800.0,7,10.22
540.0,0.0,0.0,173.0,3.0,1125.0,613.0,7,39.49
339.2,0.0,0.0,185.7,0.0,1069.2,754.3,7,35.1
295.7,0.0,0.0,185.7,0.0,1076.2,764.3,7,14.2
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,28,31.84
480.0,0.0,0.0,192.0,0.0,936.2,712.2,3,9.01
192.0,288.0,0.0,192.0,0.0,929.8,716.1,7,11.98
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,3,13.71
149.0,118.0,92.0,183.0,7.0,953.0,780.0,28,17.6
385.0,0.0,0.0,192.0,0.0,966.0,763.0,3,17.96
359.0,19.0,141.0,167.0,10.9,942.0,665.0,28,66.82
288.0,132.4,0.0,192.0,0.0,965.4,765.4,3,24.45
277.1,0.0,97.4,160.6,11.8,973.9,875.6,28,74.7
425.0,106.3,0.0,151.4,18.6,936.0,803.7,7,9.62
362.6,189.0,0.0,164.9,11.6,944.7,755.8,91,47.03
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,7,7.32
339.0,0.0,0.0,197.0,0.0,968.0,781.0,28,47.81
229.7,0.0,118.2,195.2,6.1,1028.1,757.6,28,37.91
382.0,0.0,0.0,186.0,0.0,1111.0,784.0,28,32.76
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,360,38.02
102.0,153.0,0.0,192.0,0.0,887.0,942.0,7,14.59
200.0,0.0,200.0,190.0,0.0,1145.0,660.0,7,14.14
238.0,0.0,0.0,185.0,0.0,1119.0,789.0,28,37.4
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,56,65.2
362.6,189.0,0.0,164.9,11.6,944.7,755.8,91,36.84
300.0,0.0,0.0,182.0,0.0,1075.0,745.0,28,39.15
296.0,0.0,106.3,171.5,10.4,935.4,753.5,28,36.25
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,3,15.36
154.8,0.0,142.8,193.3,7.1,951.0,804.9,28,15.87
339.2,0.0,0.0,185.7,0.0,1069.0,721.0,28,41.24
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,100,50.24
295.8,0.0,0.0,185.7,0.0,1091.4,769.3,28,23.52
318.8,212.5,0.0,155.7,14.3,852.1,781.5,28,71.3
425.0,106.3,0.0,153.5,16.5,852.1,887.1,7,38.7
237.5,237.5,0.0,228.0,0.0,932.0,594.0,180,47.1
400.0,0.0,0.0,186.0,0.0,1125.0,745.0,365,39.42
289.0,0.0,0.0,192.0,0.0,913.2,895.3,3,11.36
350.0,0.0,0.0,203.0,0.0,974.0,775.0,180,37.23
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,180,52.43
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,90,33.56
331.0,0.0,0.0,192.0,0.0,978.0,825.0,3,15.61
136.0,0.0,126.0,172.0,10.0,923.0,764.0,28,29.55
203.5,305.3,0.0,183.9,0.0,963.4,630.0,7,19.01
236.0,157.0,0.0,192.0,0.0,972.6,749.1,28,32.72
178.0,129.8,118.6,179.9,3.6,1007.3,746.8,100,49.77
182.0,45.2,122.0,170.2,8.2,1059.4,780.7,28,24.28
144.7,139.4,0.0,193.3,9.4,880.4,678.0,28,32.76
331.0,0.0,0.0,192.0,0.0,978.0,825.0,90,29.39
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,56,48.4
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,28,46.93
192.0,288.0,0.0,192.0,0.0,929.8,716.1,7,21.92
152.6,144.2,112.3,178.5,8.1,1001.8,688.7,28,6.9
238.1,0.0,0.0,185.7,0.0,1118.8,789.3,28,26.32
255.0,0.0,0.0,192.0,0.0,889.8,945.0,28,25.2
300.0,0.0,0.0,184.0,0.0,1075.0,795.0,180,46.2
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,14,38.11
331.0,170.0,0.0,195.0,3.0,811.0,802.0,28,61.89
446.0,24.0,79.0,162.0,11.6,967.0,712.0,3,35.3
310.0,0.0,0.0,192.0,0.0,970.0,850.0,180,42.7
307.0,0.0,0.0,193.0,0.0,968.0,812.0,180,24.28
397.0,0.0,0.0,185.7,0.0,1040.6,734.3,28,30.14
251.4,0.0,118.3,188.5,4.1,1028.4,757.7,3,20.28
313.0,145.0,0.0,178.0,8.0,870.0,730.0,28,33.69
439.0,177.0,0.0,186.0,11.1,884.9,707.9,28,28.24
190.3,0.0,0.0,185.7,0.0,1047.8,748.5,28,31.88
167.0,75.4,167.0,164.0,7.9,1007.3,770.1,28,61.86
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,365,42.13
339.0,0.0,0.0,185.0,0.0,1069.0,774.0,7,19.99
480.0,0.0,0.0,192.0,0.0,936.2,712.2,28,55.65
213.8,98.1,24.5,181.7,24.5,1066.0,785.5,28,50.6
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,56,53.96
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,100,44.7
339.2,0.0,0.0,192.0,0.0,935.4,781.2,7,11.98
133.0,0.0,0.0,192.0,0.0,927.4,839.2,7,14.5
362.6,189.0,0.0,164.9,11.6,944.7,755.8,91,74.19
238.1,0.0,94.1,186.7,7.0,949.9,847.0,7,50.77
300.0,0.0,0.0,185.0,0.0,1075.0,795.0,7,9.45
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,3,35.3
157.0,116.0,89.6,192.0,7.0,927.4,839.2,28,41.37
339.2,0.0,0.0,197.9,6.0,968.0,781.2,91,54.6
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,90,37.92
305.3,203.5,0.0,203.5,0.0,965.4,631.0,90,37.43
251.4,0.0,98.8,146.1,10.4,1006.0,899.8,100,55.51
198.6,166.8,0.0,192.0,0.0,978.4,825.5,365,27.34
425.0,106.3,0.0,153.9,8.9,887.1,889.0,28,41.2
362.6,189.0,0.0,164.9,23.4,944.7,755.8,28,35.23
238.1,0.0,0.0,185.7,0.0,1118.8,789.3,7,8.0
218.9,0.0,124.3,158.3,11.8,1078.7,794.9,14,24.45
362.6,189.0,0.0,164.9,11.6,944.7,755.8,3,24.13
213.8,98.1,24.5,181.7,6.7,1066.0,785.5,3,36.8
250.0,0.0,95.7,187.4,5.5,956.9,861.2,28,32.84
446.0,24.0,79.0,162.0,11.6,967.0,712.0,28,32.72
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,90,52.83
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,100,48.97
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,7,21.29
349.0,0.0,0.0,192.0,0.0,1047.0,806.2,90,33.42
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,14,25.51
150.0,206.5,160.9,178.9,11.1,866.9,735.6,28,19.01
491.0,26.0,123.0,201.0,3.9,882.0,699.0,3,4.78
302.0,0.0,0.0,203.0,0.0,974.0,817.0,180,41.54
297.2,0.0,117.5,174.8,9.5,1022.8,753.5,28,52.43
425.0,106.3,0.0,153.5,16.5,852.1,887.1,28,28.24
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,7,18.13
255.0,170.3,0.0,192.0,0.0,916.8,749.1,28,31.9
333.0,0.0,0.0,192.0,0.0,931.2,842.6,3,7.72
133.0,200.0,0.0,192.0,0.0,965.4,827.0,28,35.3
531.3,0.0,0.0,141.8,28.2,852.1,893.7,3,35.36
186.2,124.1,0.0,185.7,0.0,1083.4,764.3,28,55.55
304.0,0.0,0.0,228.0,0.0,932.0,670.0,180,40.2
350.0,0.0,0.0,203.0,0.0,974.0,775.0,180,49.2
231.8,0.0,121.6,174.0,6.7,1056.4,778.5,28,48.15
374.0,0.0,0.0,170.2,11.2,1007.3,730.4,56,72.99
277.0,0.0,0.0,191.0,3.0,968.0,676.0,28,29.0
144.0,170.0,133.0,192.0,8.0,814.0,805.0,28,28.94
362.6,0.0,0.0,164.9,11.6,944.7,755.8,3,25.02
212.5,0.0,124.3,158.3,9.9,1078.7,799.5,56,33.56
382.0,0.0,0.0,185.0,0.0,1047.0,739.0,90,69.66
252.0,0.0,0.0,185.0,0.0,1111.0,784.0,28,28.47
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,180,65.2
164.2,0.0,150.4,181.2,12.6,1023.3,728.9,28,29.87
203.5,135.7,0.0,185.7,0.0,1076.2,759.3,28,37.23
214.9,53.8,141.6,155.6,9.6,1014.3,780.6,100,39.61
500.1,0.0,0.0,200.0,0.0,1125.0,613.2,90,32.66
133.0,200.0,0.0,192.0,0.0,927.4,839.2,90,26.23
200.0,214.0,185.0,185.0,7.0,819.0,704.0,28,33.27
236.0,0.0,0.0,193.0,0.0,968.0,885.0,180,24.28
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,14,41.24
480.0,0.0,0.0,192.0,0.0,936.0,721.0,7,39.58
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,90,48.79
212.0,0.0,100.0,159.0,7.8,959.2,705.2,28,27.68
339.0,0.0,0.0,197.0,0.0,968.0,781.0,7,14.5
165.0,0.0,143.6,163.8,0.0,1005.6,900.9,14,21.82
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,14,12.84
382.0,0.0,0.0,185.0,0.0,1047.0,739.0,28,37.34
281.0,0.0,0.0,186.0,0.0,1104.0,774.0,7,30.28
313.0,145.0,113.0,178.0,7.0,833.0,816.0,28,32.05
236.0,157.0,0.0,192.0,0.0,972.6,749.1,3,9.74
156.0,183.0,0.0,193.0,2.0,1047.0,697.0,28,24.24
313.3,145.0,0.0,178.5,8.0,1002.0,688.7,28,29.39
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,90,36.35
325.0,0.0,0.0,192.0,0.0,1063.0,783.0,28,66.78
198.6,132.4,0.0,192.0,0.0,978.4,825.5,360,48.59
164.2,0.0,143.0,163.0,0.0,1005.6,900.9,3,25.02
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,270,55.16
312.7,0.0,0.0,178.1,8.0,999.7,822.2,28,39.4
480.0,0.0,0.0,192.0,0.0,936.2,712.2,28,33.36
424.0,22.0,132.0,178.0,8.5,822.0,824.0,28,36.56
375.0,93.8,0.0,126.6,23.4,852.1,992.6,3,32.4
148.0,175.0,0.0,171.0,2.0,1000.0,828.0,28,36.56
254.0,0.0,0.0,198.0,0.0,968.0,863.0,28,24.0
116.0,173.5,0.0,192.0,0.0,956.9,861.2,90,53.96
326.0,0.0,0.0,199.0,11.0,801.0,792.0,28,38.07
152.0,178.0,138.0,167.0,18.0,944.0,695.0,28,46.39
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,180,43.89
212.0,0.0,125.2,180.3,11.6,1057.6,779.3,100,39.3
251.4,0.0,118.3,192.9,5.8,1043.6,754.3,28,29.65
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,28,28.99
350.0,0.0,0.0,203.0,0.0,974.0,775.0,3,4.83
203.5,305.3,0.0,203.5,0.0,963.4,630.0,7,11.96
469.0,117.2,0.0,137.8,32.2,852.1,840.5,7,41.05
387.0,20.0,94.0,157.0,13.9,938.0,845.0,56,52.44
500.0,0.0,0.0,200.0,0.0,1100.0,820.0,28,21.91
424.0,22.0,132.0,168.0,20.8,822.0,750.0,28,53.69
233.8,0.0,94.6,197.9,4.6,947.0,847.0,3,13.2
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,180,40.93
157.0,236.0,0.0,228.0,0.0,932.0,670.0,365,67.57
288.0,192.0,0.0,192.0,0.0,932.0,717.8,28,33.4
252.5,0.0,0.0,185.7,0.0,1111.6,784.3,7,11.17
362.6,189.0,0.0,164.9,11.6,944.7,755.8,56,54.9
322.0,0.0,107.0,196.0,11.0,819.0,778.0,28,35.1
239.6,359.4,0.0,201.9,6.4,842.6,655.3,28,28.99
212.6,0.0,100.4,159.4,8.7,1003.8,903.8,28,50.73
102.0,153.0,0.0,192.0,0.0,1124.0,783.0,3,24.1
382.0,0.0,0.0,185.0,0.0,1047.0,739.0,28,46.39
295.8,0.0,0.0,185.7,0.0,1091.4,769.3,7,16.89
236.0,157.0,0.0,192.0,0.0,887.0,942.0,90,17.24
222.4,0.0,96.7,189.3,4.5,967.1,870.3,100,37.34
333.0,0.0,0.0,192.0,0.0,931.2,842.6,7,14.5
307.0,0.0,0.0,192.0,0.0,968.0,812.0,3,6.81
322.0,0.0,116.0,180.0,11.0,904.0,817.0,28,7.51
491.0,26.0,123.0,210.0,3.9,882.0,699.0,3,34.57
182.0,42.1,122.0,170.2,8.2,1059.4,780.7,3,6.81
182.0,45.2,122.0,170.2,8.2,1059.4,780.7,100,45.3
159.0,149.0,116.0,175.0,10.0,920.0,720.0,28,42.29
135.0,162.0,126.0,172.0,10.0,923.0,764.0,28,36.45
382.5,0.0,0.0,185.7,0.0,1047.8,739.3,365,43.7
250.0,0.0,0.0,185.7,0.0,1069.2,769.3,7,10.22
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,3,14.8
148.0,0.0,126.0,167.0,11.0,870.0,778.0,28,23.89
153.0,237.0,0.0,200.0,12.0,1002.0,683.0,28,36.8
313.0,145.0,113.0,178.0,8.3,833.0,824.0,28,6.81
190.0,190.0,0.0,195.0,0.0,1145.0,660.0,28,30.45
296.0,0.0,0.0,186.0,0.0,1119.0,769.0,28,21.54
195.6,0.0,195.2,185.7,7.6,1055.0,744.2,3,13.62
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,100,57.21
238.2,158.8,0.0,186.7,0.0,1040.6,734.3,7,21.91
139.6,209.4,0.0,185.7,0.0,1047.4,739.3,28,29.87
236.0,0.0,0.0,194.0,0.0,968.0,885.0,7,14.2
540.0,53.8,0.0,173.1,2.5,926.1,664.3,7,35.76
336.5,0.0,0.0,181.9,3.4,985.8,816.8,28,22.53
302.0,0.0,0.0,203.0,0.0,974.0,817.0,180,32.05
304.0,76.0,0.0,228.0,0.0,932.0,670.0,14,21.07
252.0,0.0,0.0,185.0,0.0,1111.0,784.0,28,25.51
198.6,132.4,0.0,192.0,0.0,978.4,825.5,28,20.87
252.3,0.0,98.8,146.3,14.2,987.8,889.0,14,36.99
153.0,145.0,113.0,178.0,8.0,867.0,824.0,28,13.71
153.0,102.0,0.0,192.0,0.0,888.0,943.1,7,24.0
170.3,190.3,0.0,185.7,0.0,1076.2,759.3,28,65.2
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,3,40.86
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,90,66.42
153.0,239.0,0.0,200.0,6.0,1002.0,684.0,28,31.88
236.0,0.0,0.0,194.0,0.0,968.0,885.0,28,25.62
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,7,35.17
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,100,47.13
289.0,0.0,0.0,192.0,0.0,965.4,765.6,28,47.1
322.0,0.0,142.0,168.0,9.0,904.0,805.0,28,38.77
425.0,166.8,0.0,153.5,16.1,852.1,840.5,3,35.3
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,90,47.74
200.0,133.0,0.0,192.0,0.0,965.4,806.2,28,29.79
500.0,0.0,0.0,186.0,0.0,1125.0,714.0,3,15.05
252.0,0.0,0.0,185.0,0.0,1111.0,784.0,28,23.08
220.8,147.2,0.0,185.7,0.0,1055.0,744.3,28,50.24
150.7,0.0,185.3,166.7,16.5,1074.5,678.0,28,15.57
382.0,0.0,0.0,185.0,0.0,1047.0,739.0,28,33.76
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,28,33.08
252.0,0.0,0.0,186.0,0.0,1111.0,784.0,28,69.84
182.0,45.2,124.3,158.5,10.8,1080.8,796.2,100,50.08
333.0,0.0,0.0,192.0,0.0,942.7,943.1,90,37.27
339.2,0.0,0.0,185.7,0.0,1069.2,754.3,7,9.62
250.0,190.0,0.0,203.5,0.0,965.4,856.8,28,55.02
153.0,239.0,0.0,200.0,6.0,1002.0,689.0,28,26.86
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,90,39.7
149.0,0.0,128.0,182.0,7.0,953.0,780.0,28,25.37
237.5,237.5,0.0,228.0,0.0,932.0,594.0,90,21.07
295.7,0.0,95.6,194.9,5.5,955.1,859.2,14,26.92
397.0,0.0,0.0,185.7,0.0,1040.6,734.3,28,32.88
139.6,209.4,0.0,192.0,0.0,909.8,891.9,3,23.84
203.5,183.9,0.0,203.5,0.0,966.0,763.4,7,13.2
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,7,17.22
157.0,236.0,0.0,192.0,0.0,935.4,885.0,28,24.1
350.0,0.0,0.0,203.0,0.0,974.0,775.0,7,10.34
167.4,129.9,128.6,171.5,3.6,1006.3,746.6,14,24.9
133.0,200.0,0.0,192.0,7.0,965.4,806.2,3,22.32
339.0,0.0,0.0,186.0,0.0,1069.0,754.0,28,35.23
280.0,129.0,100.0,172.0,9.0,825.0,805.0,28,30.88
382.0,0.0,0.0,185.0,0.0,1047.0,739.0,28,32.05
234.0,156.0,0.0,189.0,7.0,981.0,760.0,28,32.96
236.0,0.0,0.0,194.0,0.0,968.0,885.0,90,39.44
381.4,0.0,0.0,185.7,0.0,1104.6,784.3,7,17.37
359.0,19.0,141.0,154.0,10.9,942.0,801.0,56,56.74
255.0,0.0,0.0,192.0,0.0,931.2,842.6,3,9.74
236.0,157.0,0.0,192.0,0.0,935.4,781.2,7,17.22
157.0,236.0,0.0,191.4,5.3,946.8,852.2,28,39.84
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,180,41.72
362.6,189.0,0.0,164.9,11.6,944.7,755.8,3,36.3
182.0,45.2,122.0,170.2,8.2,1059.4,780.7,14,35.23
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,28,29.72
397.0,0.0,0.0,185.7,0.0,1040.6,734.3,7,38.6
266.0,114.0,0.0,228.0,0.0,932.0,670.0,365,55.2
194.7,0.0,125.2,183.4,9.9,998.0,903.6,28,21.29
475.0,0.0,0.0,228.0,0.0,932.0,594.0,180,69.66
255.0,0.0,0.0,192.0,0.0,929.8,716.1,3,10.34
133.0,200.0,0.0,192.0,0.0,927.4,839.2,28,42.7
158.4,139.9,119.9,179.0,22.0,822.0,780.0,28,39.15
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,7,18.91
385.0,0.0,0.0,186.0,0.0,966.0,763.0,7,15.53
260.0,101.0,78.0,171.0,5.0,936.0,763.0,28,44.28
192.0,288.0,0.0,192.0,0.0,929.8,716.1,7,11.48
289.0,0.0,0.0,192.0,0.0,913.2,895.3,90,44.87
296.0,0.0,0.0,186.0,0.0,1090.0,769.0,28,34.68
385.0,0.0,0.0,186.0,0.0,1066.0,765.0,3,14.5
252.5,117.2,98.8,157.9,14.2,846.9,845.0,3,21.86
251.4,0.0,118.3,192.9,5.8,1043.6,754.3,56,39.61
362.6,189.0,0.0,164.9,11.6,944.7,755.8,3,15.05
233.8,0.0,94.6,197.9,4.6,947.0,852.2,100,79.99
277.0,0.0,0.0,191.0,0.0,968.0,856.0,7,30.45
446.0,0.0,79.0,162.0,11.6,967.0,712.0,14,25.46
252.5,0.0,0.0,185.7,0.0,1111.6,784.3,28,67.11
200.0,0.0,0.0,180.0,0.0,1125.0,845.0,365,52.04
313.3,262.2,0.0,175.5,6.9,1055.6,659.9,28,55.9
480.0,0.0,0.0,192.0,0.0,936.2,712.2,28,39.09
349.0,0.0,0.0,192.0,0.0,968.0,806.2,90,30.28
153.0,102.0,0.0,192.0,0.0,888.0,943.1,3,13.2
359.4,359.4,0.0,151.4,18.6,936.2,803.7,7,18.2
236.0,157.0,0.0,192.0,0.0,972.6,749.1,90,33.19
389.9,189.0,0.0,145.9,22.0,944.7,755.8,56,63.14
236.0,157.0,0.0,192.0,0.0,972.6,749.1,7,14.14
212.0,141.3,0.0,203.5,0.0,973.4,750.0,90,71.99
252.5,0.0,0.0,185.7,0.0,1111.6,784.3,28,39.27
362.6,189.0,0.0,164.9,7.5,944.7,755.8,7,36.45
425.0,106.3,0.0,153.5,16.5,852.1,887.1,100,40.27
190.3,0.0,125.2,166.6,9.9,1079.0,798.9,100,48.59
251.4,0.0,118.3,188.5,5.8,1028.4,757.7,100,66.6
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,28,39.3
173.8,170.2,159.9,181.7,8.2,1055.6,771.9,28,50.08
250.0,0.0,0.0,182.0,0.0,1100.0,820.0,7,17.37
475.0,0.0,0.0,228.0,0.0,932.0,713.2,28,82.6
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,7,14.99
491.0,26.0,123.0,201.0,3.9,822.0,699.0,7,41.2
349.0,0.0,0.0,192.0,0.0,1056.0,774.0,180,39.06
333.0,0.0,0.0,192.0,0.0,931.2,842.6,28,33.05
252.0,0.0,0.0,186.0,0.0,1111.0,784.0,28,74.5
238.2,158.8,0.0,185.7,0.0,1040.6,734.3,28,32.72
252.5,0.0,0.0,185.7,0.0,1111.6,784.3,28,22.84
190.7,0.0,125.2,174.0,7.4,1040.6,734.3,28,23.51
295.0,0.0,0.0,185.0,0.0,1069.0,769.0,7,19.42
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,28,27.68
251.4,0.0,118.3,192.9,5.8,1043.6,759.3,14,21.92
200.0,133.0,0.0,192.0,0.0,965.4,806.2,7,12.45
446.0,24.0,79.0,162.0,11.6,967.0,712.0,7,19.52
350.0,0.0,0.0,203.0,0.0,974.0,775.0,7,21.65
387.0,20.0,94.0,157.0,14.3,938.0,845.0,56,56.5
200.0,200.0,0.0,190.0,0.0,1145.0,660.0,28,47.71
190.0,190.0,0.0,228.0,0.0,932.0,670.0,365,55.55
382.5,0.0,0.0,185.7,0.0,1047.8,739.3,28,35.75
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,270,42.13
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,270,55.94
446.0,24.0,79.0,162.0,11.6,967.0,712.0,28,61.07
