@RELATION auto-sklearn_FEATURE_VALUES

@attribute instance_id string
@attribute repetition real
@attribute conceptvar_sd real
@attribute lsc real
@attribute freq_class_sd real
@attribute n3_mean real
@attribute nr_cor_attr real
@attribute f1_mean real
@attribute c2 real
@attribute f4_mean real
@attribute n1 real
@attribute l1_mean real
@attribute best_node_mean real
@attribute linear_discr_mean real
@attribute leaves_per_class_mean real
@attribute nr_class real
@attribute freq_class_mean real
@attribute elite_nn_mean real
@attribute conceptvar_mean real
@attribute l2_mean real
@attribute f1v_mean real
@attribute nre real
@attribute random_node_mean real
@attribute worst_node_mean real
@attribute l3_mean real
@attribute class_ent real

@data
kr-vs-kp,1.0,0.04018827877993587,0.9974015156617864,0.03141713483369518,0.15988735919899874,0.012012012012012012,0.9762637783257384,0.0039403668738726685,0.5669586983729662,0.2853566958698373,0.02684287683763109,0.4896346003134796,0.8929486677115988,0.5,2.0,0.5,0.5656700626959248,0.4754999669432543,0.02753441802252821,0.123291980594434,0.6921598191951595,0.5131465517241379,0.4972443181818182,0.04349186483103884,0.9985755386554579
one-hundred-plants-margin,1.0,0.0006985284313910103,0.99696328125,1.7434626923745957e-18,0.263125,0.10336538461538462,0.2416047899237917,-2.220446049250313e-16,0.0,0.410625,0.0,0.013750000000000002,0.8012499999999999,0.01,100.0,0.009999999999999998,0.033749999999999995,0.9883052002805962,0.0,0.004542996002980953,4.605170185988092,0.01,0.015000000000000003,0.0,6.643856189774724
one-hundred-plants-shape,1.0,0.0021674387322661373,0.9977296875,1.7434626923745957e-18,0.355,0.7668269230769231,0.13393595438973324,-2.220446049250313e-16,0.0,0.5825,1.1922652024939642e-05,0.011875,0.518125,0.009999999999999998,100.0,0.009999999999999998,0.05,0.988469532027834,5.681818181818184e-05,0.003715382490807915,4.605170185988092,0.0125,0.0125,0.0014457070707070707,6.643856189774724
one-hundred-plants-texture,1.0,0.0005064749494445237,0.9969786463631702,6.253908692933072e-05,0.1951219512195122,0.030288461538461545,0.33946668110255795,3.9481980640410097e-07,0.0,0.3946216385240776,0.0,0.014382861635220128,0.762995283018868,0.01,100.0,0.01,0.023761792452830187,0.9892598151971528,0.0,0.003498331267316313,4.605150417621731,0.014382861635220128,0.012507861635220129,1.2626262626262625e-05,6.6438276700506105
optdigits,1.0,0.013928167577987387,0.9766309950481884,0.0012126363167414508,0.012455516014234877,0.02740384615384616,0.0,1.6344174299631753e-05,0.09233415352516867,0.02829181494661922,5.739467955224607e-05,0.19466192170818505,0.9469750889679716,0.1,10.0,0.1,0.20658362989323847,0.865294379634528,5.9259259259260134e-05,0.014011264223935772,2.30251898753316,0.15088967971530248,0.10142348754448398,0.0013021544727384532,3.3218327248667654
ozone-level-8hr,1.0,0.2105170505440617,0.9674205080829682,0.617811528629446,0.07853196527229676,0.2796803652968036,0.9744546245936808,0.8658159109037996,0.2908445146014207,0.11996842936069455,0.04179569173977349,0.9199293517164108,0.9313420061622733,0.5,2.0,0.5,0.8907099063209983,0.11853221229847775,0.054853985793212316,0.215858333993954,0.2355247752891056,0.9368584855746788,0.9368584855746788,0.09194948697711124,0.3397904253160801
parity5,1.0,1.1796777957352496e-16,0.96875,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.220446049250313e-16,0.12499999999999994,0.12499999999999994,0.5,2.0,0.5,0.4999999999999999,0.6506285807717864,0.5,0.0,0.6931471805599453,0.21666666666666665,0.1583333333333333,0.46875,1.0
pc1,1.0,0.22022775301102665,0.9512969140916886,0.6089152173427889,0.08566275924256088,0.6277056277056277,0.9583174680052002,0.8516013307773544,0.7096483318304779,0.13525698827772767,0.06244024661565939,0.926969696969697,0.927870597870598,0.5,2.0,0.5,0.8909336609336609,0.12575975572577305,0.06762849413886385,0.2719155446262914,0.2521670172894384,0.9305733005733006,0.9305733005733006,0.07394048692515776,0.36380010531923423
pc3,1.0,0.24136304752927204,0.9818929343761628,0.5623376385251942,0.12859884836852206,0.3229018492176387,0.9831119363871568,0.7748455498445594,0.8682021753039028,0.19833653230966086,0.09182711115184916,0.8976318797974849,0.8944063367630246,0.5,2.0,0.5,0.8502572268495836,0.1819544042134916,0.10172744721689064,0.27895096272129954,0.3302534201072316,0.8976318797974849,0.8976318797974849,0.1074856046065259,0.4764549714253225
pc4,1.0,0.2470030948411525,0.9727222777316769,0.5344524505264577,0.12688614540466392,0.23044096728307256,0.9725195256088072,0.7271514486696478,0.649519890260631,0.19821673525377229,0.0665221934718323,0.8779215871516296,0.9067076051015588,0.5,2.0,0.5,0.8422862541332072,0.2123267257778945,0.0775034293552812,0.18447681375693256,0.3710588214839124,0.8779215871516296,0.8779215871516296,0.0967078189300411,0.5353247216329435
pendigits,1.0,0.03323378558754984,0.9782884889553128,0.004219831181359215,0.006277292576419214,0.11029411764705882,0.4942464772113973,0.00019782032944826167,0.1076346480442607,0.016193595342066956,0.0023355566789492,0.20087410042187112,0.8761784266688725,0.1,10.0,0.1,0.2338070973612375,0.8359380411913038,0.002195838837135591,0.01931445917032371,2.3017835680951637,0.1909564893705021,0.20396641574985525,0.010510735938101062,3.3207717388905955
PhishingWebsites,1.0,0.06659176453544231,0.9969346966086472,0.08052894052590348,0.0365445499773858,0.060215053763440864,0.9455677430486396,0.025607516160222943,0.8674807779285392,0.12754409769335145,0.06034235130784715,0.8889210640439235,0.9204880822825724,0.5,2.0,0.5,0.8447076824887697,0.4391637613648278,0.07191316146540028,0.09441527623727744,0.6866481790434553,0.5299103205060017,0.5569425511197663,0.03817277250113072,0.9906239227414301
phoneme,1.0,0.186877953593195,0.9809625419337376,0.29205446624877385,0.09233900814211696,0.0,0.9296945614846541,0.2914622302621264,0.8650999259807549,0.1991117690599556,0.14417450855186698,0.7537019921955227,0.7583271719038818,0.5,2.0,0.5,0.7211299377011022,0.4041016136162098,0.2252035529237601,0.3863697684531989,0.6052438200564556,0.7065140001369207,0.7394536865886219,0.18893412287194666,0.8731822577241407
pm10,1.0,0.01023475843567977,0.995392,0.01131370849898477,0.424,0.03571428571428571,0.99881738136508,0.0005118689615457583,0.958,0.634,0.17596601933637102,0.5199999999999999,0.506,0.5,2.0,0.5,0.544,0.5009134336329863,0.4340000000000001,0.9636181130182259,0.6930191750980527,0.5399999999999999,0.532,0.42,0.9998153271549208
pyrim,1.0,0.08357294126826033,0.920927684441198,0.1146659645167374,0.13513513513513514,0.0873015873015873,0.0,0.051245551601423515,0.0,0.2432432432432433,0.0,0.7,0.8517857142857143,0.5,2.0,0.5,0.4053571428571428,0.4654362065293681,0.0,0.04969826415261018,0.6799406565303493,0.6196428571428572,0.7017857142857142,0.06756756756756754,0.9809470132751208
qsar-biodeg,1.0,0.1422031223133377,0.9902392129556838,0.22989348430993914,0.15924170616113745,0.05691056910569105,0.9521596148894348,0.19119441866814452,0.6644549763033175,0.2710900473933649,0.08788548552779718,0.7404043126684636,0.8482300089847261,0.5,2.0,0.5,0.7004761904761905,0.4459669411003441,0.10616113744075828,0.18548667619247355,0.6393233359530519,0.6625696316262355,0.6625696316262355,0.1317535545023697,0.9223486063040568
rabe_97,1.0,0.14678003465616118,0.7802457466918715,0.061487546190134565,0.08695652173913042,0.2,0.7848535645997192,0.01500938086303938,0.0,0.17391304347826084,0.008929290186725058,0.7300000000000001,0.93,0.5,2.0,0.5,0.47,0.33082492437347616,0.04347826086956519,0.09437986555849837,0.6893616831435102,0.54,0.5900000000000001,0.04347826086956519,0.9945386816500112
rabe_176,1.0,0.05141015419801962,0.9640816326530612,0.0,0.4142857142857143,0.30000000000000004,0.9204562648123988,0.0,0.8428571428571429,0.6571428571428571,0.18985401944660552,0.6714285714285715,0.6285714285714286,0.5,2.0,0.5,0.5,0.4924600371213328,0.30000000000000004,0.6555001698831683,0.6931471805599453,0.6571428571428571,0.6857142857142857,0.2,1.0
autoUniv-au1-1000,1.0,0.21199128387865085,0.997448,0.3408254685319159,0.316,0.0047619047619047615,0.994855391539862,0.3770501913457823,1.0,0.485,0.2057188244638366,0.741,0.7299999999999999,0.5,2.0,0.5,0.5539999999999999,0.3760852120133656,0.259,0.6441892626108853,0.5720083476575564,0.741,0.741,0.259,0.8252336065126468
autoUniv-au4-2500,1.0,0.10321634798606913,0.99928016,0.22093848314255565,0.5504,0.0,0.9987918650428383,0.16442392283817098,0.9135647267922108,0.7016,0.14727179405896007,0.5591999999999999,0.494,0.3333333333333333,3.0,0.3333333333333333,0.4496000000000001,0.5690660161682642,0.2281783247285504,0.6129476851592063,0.913495426389476,0.4692,0.4544,0.22456142658040226,1.3178953215268463
autoUniv-au6-750,1.0,0.05672726384350425,0.998384,0.05376373947689728,0.8386666666666667,0.0,0.9906246072175898,0.027427588317061824,0.15471659723559728,0.8973333333333333,0.18786189849744625,0.21600000000000005,0.21733333333333327,0.125,8.0,0.125,0.15600000000000006,0.8557832726984449,0.2525483900630693,0.4712601995470394,2.005727684109828,0.20666666666666664,0.2253333333333333,0.2541493501392019,2.893653383238953
autoUniv-au6-1000,1.0,0.05746509161921585,0.998829,0.048029752683697455,0.86,0.0,0.992217808711506,0.02303453947514944,0.4579828830397367,0.919,0.19207836662202785,0.2860000000000001,0.181,0.125,8.0,0.125,0.13599999999999998,0.8593999588761512,0.2855245834407855,0.5276925286451027,2.025100647699301,0.24000000000000005,0.24000000000000005,0.2809285766309829,2.9216026617368103
autoUniv-au7-500,1.0,0.11259415142267948,0.996788,0.11340194001867868,0.648,0.0,0.9822866889635292,0.08529536443742491,0.9204584143185146,0.792,0.1973281505761988,0.37,0.382,0.2,5.0,0.2,0.28600000000000003,0.744126564294859,0.2948886055041831,0.6134384813090191,1.489001571144703,0.388,0.384,0.27101809495699525,2.1481751825663387
autoUniv-au7-700,1.0,0.02365174778138945,0.9976326530612244,0.02408883784750807,0.6171428571428571,0.01282051282051282,0.9865985470580868,0.0025569272297268912,0.8896689286667501,0.7957142857142857,0.18995748760921768,0.4357142857142858,0.4257142857142857,0.3333333333333333,3.0,0.3333333333333333,0.38142857142857145,0.6617438259601274,0.3704424599849436,0.7261621230559722,1.09684720680143,0.3485714285714286,0.3614285714285715,0.3695357091871253,1.5824160258653346
autoUniv-au7-1100,1.0,0.05235780647313401,0.9986735537190082,0.05379406707893132,0.6981818181818182,0.0,0.9753985731933756,0.018270303904904032,0.970366790112866,0.8409090909090909,0.2042689959704609,0.30818181818181817,0.33181818181818185,0.2,5.0,0.2,0.22181818181818186,0.7807835622077938,0.3245501199607589,0.5733875264542252,1.5808327125158417,0.2790909090909091,0.2972727272727273,0.3061272682799637,2.2806595148216537
balance-scale,1.0,0.14815395642634185,0.96631296,0.2207787429381129,0.208,0.0,0.8306725056689338,0.16400460537082706,1.0,0.2848,0.06558352180564593,0.4463133640552995,0.854531490015361,0.3333333333333333,3.0,0.3333333333333333,0.37204301075268814,0.4742990649659667,0.06821663094845587,0.22925287129025484,0.9136485598712408,0.6351510496671787,0.653020993343574,0.10720271458402024,1.318116246441582
banana,1.0,0.049999094153922514,0.9845125311498754,0.07311217284721283,0.1279245283018868,0.0,0.9958595949871488,0.0211553916435695,0.9922641509433964,0.1909433962264151,0.3095362167795373,0.5864150943396226,0.5552830188679245,0.5,2.0,0.5,0.5433962264150943,0.4911119229210397,0.4483018867924529,0.9723803517925248,0.6877922253799458,0.5949056603773586,0.5864150943396226,0.4483018867924529,0.992274432717632
banknote-authentication,1.0,0.06796748748793237,0.9151012758289488,0.07833836059792652,0.001457725947521866,0.30000000000000004,0.8130017412846724,0.02424995591680457,0.3534985422740525,0.004373177842565598,0.004732018406243155,0.8527557389188617,0.9766740717232626,0.5,2.0,0.5,0.7936686766105998,0.4527786106111778,0.012390670553935834,0.03720341288915091,0.6869976659350199,0.7033269861419655,0.5553898233365069,0.07798833819241979,0.9911281257467459
blogger,1.0,0.18871601807056707,0.9618,0.25455844122715715,0.15,0.0,0.9758767933793946,0.2294617563739377,1.0,0.53,0.14569363760687434,0.6399999999999999,0.6399999999999999,0.5,2.0,0.5,0.66,0.40815386824852695,0.28,0.6265304056692421,0.6268694575724263,0.61,0.6599999999999999,0.30000000000000004,0.9043814577244941
blood-transfusion-service-center,1.0,0.2236173857434586,0.993815951271126,0.3705693291779768,0.29411764705882354,0.30000000000000004,0.9561966786773218,0.4309335247795752,0.9866310160427808,0.4732620320855615,0.19221175940681895,0.762054054054054,0.770054054054054,0.5,2.0,0.5,0.639009009009009,0.3596590976989998,0.23796791443850265,0.551026863812425,0.5487262431826446,0.762054054054054,0.762054054054054,0.23796791443850265,0.7916446298452328
volcanoes-e4,1.0,0.2498381786456533,0.9736230338168196,0.3991982895282723,0.14057507987220447,0.0,0.9279094877383112,0.8829748737747476,0.583733068835558,0.18370607028754,0.12780497624144602,0.913746031746032,0.9009904761904762,0.2,5.0,0.2,0.8594412698412699,0.15490315973574334,0.17960360905411066,0.5339072315416897,0.3985901241715547,0.913746031746032,0.913746031746032,0.17960360905411066,0.5750439954896182
volcanoes-e3,1.0,0.2476680197029809,0.9727023926109121,0.4005734580424149,0.1245105716523101,0.0,0.9299508014264064,0.8865786385171397,0.6314347447385946,0.18245888801879406,0.12803300400773468,0.9162217027559056,0.9037340059055121,0.2,5.0,0.20000000000000004,0.8527866633858269,0.15001351835622614,0.19131741606171115,0.529748130742248,0.3894052552093295,0.9162217027559056,0.9162217027559056,0.19353963828393334,0.5617930305866007
volcanoes-e5,1.0,0.2545127718134825,0.9761164988872212,0.3961984671557088,0.13129496402877694,0.0,0.945026823728222,0.8749592413040685,0.6644469439319556,0.17985611510791366,0.13173202487349256,0.9082850707850708,0.8930019305019303,0.2,5.0,0.2,0.8516167953667952,0.16496727790504695,0.17136002054802474,0.5858482847248737,0.4168183730486661,0.9082850707850708,0.9082850707850708,0.17623806932851252,0.6013417997487166
volcanoes-e4.c,1.0,0.2498381786456533,0.9736230338168196,0.3991982895282723,0.14057507987220447,0.0,0.9279094877383112,0.8829748737747476,0.583733068835558,0.18370607028754,0.1278044360498362,0.913746031746032,0.9009904761904762,0.2,5.0,0.2,0.8594412698412699,0.15490315973574334,0.17960360905411066,0.5339072315416897,0.3985901241715547,0.913746031746032,0.913746031746032,0.18829926122802373,0.5750439954896182
volcanoes-e3.c,1.0,0.2476680197029809,0.9727023926109121,0.4005734580424149,0.1245105716523101,0.0,0.9299508014264064,0.8865786385171397,0.6314347447385946,0.18245888801879406,0.1280609105342966,0.9162217027559056,0.9037340059055121,0.2,5.0,0.20000000000000004,0.8653850885826773,0.15001351835622614,0.19131741606171115,0.529748130742248,0.3894052552093295,0.9162217027559056,0.9162217027559056,0.19353963828393334,0.5617930305866007
volcanoes-e5.c,1.0,0.2545127718134825,0.9761164988872212,0.3961984671557088,0.13129496402877694,0.0,0.945026823728222,0.8749592413040685,0.6644469439319556,0.17985611510791366,0.1316121099536151,0.9082850707850708,0.8930019305019303,0.2,5.0,0.2,0.8516167953667952,0.16496727790504695,0.17136002054802474,0.5858482847248737,0.4168183730486661,0.9082850707850708,0.9082850707850708,0.18355514249924426,0.6013417997487166
volcanoes-d4,1.0,0.21436114999483852,0.9949001702671628,0.4155724629617484,0.09232724751559973,0.0,0.9571236620537688,0.925073752036416,0.8978307457411836,0.13149988444649874,0.125231481740607,0.9432632927952582,0.93598165774473,0.2,5.0,0.2,0.9021256457835508,0.10676960571137027,0.1860889565617293,0.5618824230524498,0.28834719445974993,0.9432632927952582,0.9432632927952582,0.17757136862203085,0.4159970675013268
vowel,1.0,0.003323898382806487,0.9939985715743292,0.0,0.006060606060606061,0.05128205128205128,0.7949217395780456,0.0,0.012828282828282828,0.23434343434343435,0.011276872813187006,0.16666666666666669,0.505050505050505,0.09090909090909093,11.0,0.09090909090909093,0.23434343434343435,0.9019867965539041,0.01575757575757575,0.05989960405154174,2.3978952727983707,0.08282828282828282,0.09090909090909093,0.039797979797979804,3.4594316186372978
wdbc,1.0,0.13447771597743502,0.8894925577818206,0.18019417095263515,0.04745166959578207,0.3440860215053764,0.7155573129362313,0.1219597083408258,0.0,0.07205623901581723,0.012461389054863048,0.8893170426065163,0.9560463659147868,0.5,2.0,0.5,0.8541666666666666,0.42737414108186944,0.008787346221441172,0.0640197491605528,0.6603163491952275,0.9227130325814537,0.8875939849624059,0.010544815465729385,0.9526351224018601
wall-robot-navigation,1.0,0.10986883324391564,0.9971931544061368,0.17086824003104314,0.11162023460410556,0.02,0.9277789979587462,0.136950846478765,0.0,0.2296554252199413,0.07142094179736679,0.6992297610646234,0.6279480458379542,0.25,4.0,0.25,0.6259226400510804,0.6492548199317831,0.08727671277654915,0.17125204534478694,1.1884928509974293,0.4472309036529221,0.477281311960211,0.0704537993428709,1.7146327422659766
waveform-5000,1.0,0.005031781712900046,0.9987582,0.004392417709341082,0.2652,0.06707317073170732,0.8705349392390346,8.714337809812012e-05,0.4817246495849288,0.3706,0.046581983064544336,0.5724,0.8622,0.3333333333333333,3.0,0.3333333333333333,0.4782,0.6543776895704455,0.06094143662703703,0.09933988747396856,1.0985545524188804,0.5635999999999999,0.3382,0.021154792598688358,1.5848792049207137
wilt,1.0,0.2009779893432889,0.9837002781141941,0.6308286783183149,0.04980367844595991,0.06666666666666668,0.9929464339662284,0.8863458241751186,0.6524075222153337,0.08989460632362058,0.021317312204896854,0.9460632582174086,0.9377987954074912,0.5,2.0,0.5,0.9090648152901116,0.10278463299805417,0.03265137425087826,0.22065293031012712,0.2099475693852791,0.9460632582174086,0.9460632582174086,0.09630088861334984,0.3028903171988337
analcatdata_authorship,1.0,0.09520409253573944,0.9320213606756014,0.14439255472989965,0.0035671819262782407,0.011670020120724343,0.7514616171037936,0.09729227392955707,0.0,0.01426872770511296,0.0,0.6278571428571429,0.9976190476190476,0.25,4.0,0.25,0.4947058823529411,0.6673652260542342,0.0,0.011447038796278258,1.2389423950087128,0.3781232492997199,0.4483193277310925,0.0,1.7874160492261657
analcatdata_fraud,1.0,0.2164359930504665,0.9172335600907028,0.2693740118805895,0.4047619047619048,0.015151515151515154,0.9525054150520552,0.2534653465346535,0.8809523809523809,0.4523809523809524,0.14819776647761518,0.645,0.74,0.5,2.0,0.5,0.6950000000000001,0.3978533294420452,0.09523809523809523,0.2048971915227483,0.6187191250308035,0.6950000000000001,0.6950000000000001,0.1428571428571429,0.8926230133850988
artificial-characters,1.0,0.021302368953480123,0.9985716738192164,0.023517747511023496,0.008122920336660795,0.03571428571428571,0.8554915622103955,0.00609261357098434,0.4830800206443756,0.5375807398708162,0.0939827492893909,0.18115130210779115,0.3425313044461609,0.1,10.0,0.1,0.5823049617523207,0.8886068575971888,0.1528219970052192,0.2764052494679608,2.2768678881982374,0.13857907619060394,0.17341944411967086,0.2214214835048025,3.284826011062924
Australian,1.0,0.09709117063582808,0.9822306238185256,0.07788422517417043,0.1927536231884058,0.01904761904761905,0.8881612211731509,0.023972972299927783,0.9333333333333332,0.27246376811594203,0.12658186420787074,0.8550724637681159,0.8623188405797102,0.5,2.0,0.5,0.501449275362319,0.4081680345911678,0.14492753623188406,0.14090630416938113,0.6870689028587588,0.6275362318840579,0.6376811594202898,0.15652173913043474,0.9912308989033524
cylinder-bands,1.0,0.09908074049018648,0.9823319615912208,0.10999438818457402,0.2259259259259259,0.04871794871794872,0.0,0.047251687560269984,0.725925925925926,0.3944444444444444,0.13999034167777702,0.5925925925925927,0.624074074074074,0.5,2.0,0.5,0.3314814814814815,0.4732346919283577,0.2148148148148148,0.29786368286849324,0.6809991432654108,0.6944444444444444,0.562962962962963,0.18703703703703695,0.9824740868386408
diabetes,1.0,0.15293692931743522,0.9894120958116321,0.21360517348343624,0.2942708333333333,0.027777777777777776,0.9416866191212752,0.16724669384508295,0.9778645833333334,0.4375,0.14740428998975966,0.7175495557074505,0.7734962406015038,0.5,2.0,0.5,0.6639952153110047,0.4443778467765441,0.2265625,0.34355907828141763,0.6467994206632901,0.6510594668489406,0.6497607655502392,0.19270833333333331,0.9331343166407832
dresses-sales,1.0,0.08698277164021513,0.995384,0.11313708498984758,0.468,0.0,0.9948033278911824,0.049921996879875086,0.984,0.642,0.19951720034484555,0.5720000000000001,0.5720000000000001,0.5,2.0,0.5,0.4859999999999999,0.4853703564001539,0.386,0.8217723777897759,0.6802920001921535,0.61,0.586,0.3720000000000001,0.9814538950336535
dna,1.0,0.12211185504914225,0.9986586009333835,0.16091902520191248,0.2448210922787194,0.00012277470841006753,0.9745268160582652,0.12418617621782002,0.8956561728335147,0.4121155053358444,0.0014555696686865776,0.6233631040397468,0.9469499812700852,0.3333333333333333,3.0,0.3333333333333333,0.5780800851718224,0.5965289157057372,0.0005511919525974888,0.04836062290114509,1.025715843344658,0.5191459158928255,0.5191459158928255,0.011941679592947452,1.4797951605545792
elusage,1.0,0.1454875241153566,0.8019834710743802,0.08999540851465149,0.12727272727272726,0.3333333333333333,0.6261690089320173,0.03188028627195838,0.2,0.2363636363636364,0.054567308517266766,0.8699999999999999,0.89,0.5,2.0,0.5,0.8533333333333333,0.34988091216546263,0.10909090909090913,0.10410186898921744,0.6850259985526486,0.8699999999999999,0.7466666666666666,0.09090909090909094,0.9882836109919164
Engine1,1.0,0.1481953305619694,0.9370504945837792,0.3342580460527108,0.05221932114882506,0.26666666666666666,0.8511753244953312,0.4063629497193885,0.2181500872600349,0.12010443864229765,0.031432807522097726,0.6607287449392713,0.7917678812415655,0.3333333333333333,3.0,0.3333333333333333,0.6313765182186235,0.4117254519730945,0.03535110487503035,0.2420893902474255,0.6486831067240947,0.765047233468286,0.6601889338731444,0.021389499290388136,0.9358519011792976
eucalyptus,1.0,0.0655854776615468,0.989852241847826,0.06526973669230479,0.42255434782608703,0.06842105263157895,0.9334236119499784,0.027038952244606285,0.5160346234588021,0.6127717391304348,0.07945191249923866,0.2934838948537578,0.40810810810810816,0.2,5.0,0.2,0.4737319511292114,0.7697598401491011,0.11202556369916523,0.17269141693836998,1.567956883690692,0.2674564975934839,0.295020362828582,0.13012133756825445,2.2620836204282746
flare,1.0,0.09942031329947408,0.9753008740218734,0.09775321417175696,0.300187617260788,0.01818181818181818,0.0,0.06683566041201773,0.4018417754393469,0.5891181988742964,0.0631920163054673,0.5347205078469406,0.7448157291482984,0.16666666666666666,6.0,0.16666666666666666,0.524396050079351,0.7379282900745355,0.07694695003620232,0.17100478027453656,1.6371831101120586,0.34902133662493384,0.3489155351789807,0.07398302816266326,2.361955953985837
first-order-theorem-proving,1.0,0.14691447741337774,0.9992468058444358,0.12737275134258388,0.4140241909120628,0.12217194570135748,0.9807752329155776,0.1332482384300363,0.8386994502549318,0.6167048054919908,0.1724546646276594,0.4174566498721693,0.4514695185220842,0.16666666666666666,6.0,0.16666666666666666,0.3530666003444477,0.7508391706196885,0.24681551920547584,0.4480375921041408,1.594243407567355,0.4174566498721693,0.4174566498721693,0.28693122347596783,2.3000070580673455
fri_c0_500_25,1.0,0.012353127128854832,0.994432,0.014142135623730963,0.39,0.0,0.9819734582153884,0.000799680127948954,0.718,0.57,0.12511633271443634,0.6559999999999999,0.792,0.5,2.0,0.5,0.6279999999999999,0.4943594569293317,0.15800000000000006,0.22433266324467974,0.6929471672244782,0.5660000000000001,0.502,0.14,0.99971144175281
GesturePhaseSegmentationProcessed,1.0,0.0733891313058799,0.9996032567111892,0.09193286566028068,0.33778993213815456,0.04166666666666667,0.9651647287552476,0.05035850283713039,0.8565098126904778,0.5446166312164489,0.1614359238495217,0.4417031736460628,0.44189852700490995,0.2,5.0,0.2,0.3101377625733729,0.7650249641684256,0.2392460618673015,0.4986728857468943,1.5203654784742309,0.32765639548954223,0.3264397696368581,0.206168670813868,2.1934237361335494
haberman,1.0,0.2123843896356779,0.9859882951001752,0.3327561323230812,0.35294117647058826,0.0,0.9710414601069646,0.3626062322946175,0.9673202614379084,0.5294117647058824,0.172232588188297,0.7094623655913979,0.7482795698924731,0.5,2.0,0.5,0.4821505376344086,0.38610895173282345,0.2679738562091504,0.6654076870041238,0.5779217946828968,0.7094623655913979,0.7223655913978495,0.261437908496732,0.8337649072106651
gina_agnostic,1.0,0.02436505090312342,0.9970069071118508,0.011825891957560494,0.17272202998846595,0.008871712656736067,0.9858754126951615,0.0005592504580899107,0.6061130334486736,0.3050749711649365,0.00468520944721007,0.7347278905898619,0.8298878912561843,0.5,2.0,0.5,0.5112916659725808,0.4903057235994138,0.0017301038062284002,0.09432785083683433,0.6930073223191227,0.7231788575902451,0.5106678216254935,0.1908881199538639,0.9997982272095376
heart-statlog,1.0,0.099118724172819,0.9653497942386832,0.07856742013183865,0.24444444444444444,0.02197802197802198,0.8844542341540629,0.02439024390243893,0.9074074074074074,0.3666666666666665,0.10456617884711784,0.7185185185185186,0.8407407407407408,0.5,2.0,0.5,0.5148148148148148,0.4200693959375486,0.1444444444444445,0.17185263937589074,0.6869615765973234,0.6888888888888889,0.5555555555555556,0.09999999999999998,0.9910760598382222
hill-valley,1.0,0.005679053051838414,0.9982586129900118,0.0,0.39933993399339934,0.9801980198019804,0.9991300394765021,0.0,0.3077557755775577,0.5544554455445545,0.11911981300462735,0.5115837962335728,0.6658379623357268,0.5,2.0,0.5,0.5048706137379758,0.500454562655645,0.3671617161716172,0.5361981306569642,0.6931471805599453,0.5189540712640563,0.5107505758027368,0.4356435643564357,1.0
