CementComponent,BlastFurnaceSlag,FlyAshComponent,WaterComponent,SuperplasticizerComponent,CoarseAggregateComponent,FineAggregateComponent,AgeInDays,Strength
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,7,26.97
181.4,0.0,167.0,169.6,7.6,1055.6,777.8,28,30.23
157.0,236.0,0.0,192.0,12.6,935.7,781.2,91,63.4
255.3,98.8,77.0,188.6,6.1,919.0,749.1,28,46.39
350.0,0.0,0.0,186.0,0.0,1050.0,770.0,28,40.71
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,180,77.3
425.0,106.3,0.0,153.5,16.5,852.1,887.1,28,47.03
393.0,0.0,0.0,192.0,0.0,940.0,758.0,28,39.64
425.0,106.3,0.0,153.5,16.5,852.1,887.1,7,39.09
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,3,6.9
250.0,190.0,0.0,203.5,0.0,965.4,856.8,28,55.02
165.0,0.0,143.6,163.8,0.0,1005.6,900.9,14,43.25
322.0,0.0,0.0,203.0,0.0,974.0,800.0,180,32.11
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,28,31.38
350.0,0.0,0.0,203.0,0.0,1055.0,775.0,7,37.43
425.0,106.3,0.0,153.5,16.5,852.1,887.1,91,68.5
310.0,145.0,0.0,178.0,8.0,1124.0,830.0,28,24.28
382.5,0.0,0.0,185.7,0.0,1047.8,739.3,7,26.31
182.0,45.2,122.0,170.2,8.2,1059.4,780.7,56,53.9
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,90,29.0
183.9,162.4,0.0,203.5,5.0,959.2,800.0,28,29.87
133.0,200.0,0.0,192.0,0.0,927.4,839.2,28,38.7
272.0,111.0,111.0,196.0,3.9,868.0,872.0,56,40.86
203.5,135.7,0.0,185.7,0.0,1076.2,759.3,28,61.86
203.5,305.3,0.0,203.5,0.0,965.4,630.0,14,17.82
133.0,200.0,0.0,192.0,0.0,927.4,839.2,90,41.3
220.8,147.2,0.0,185.7,0.0,1055.0,744.3,28,50.24
213.5,98.1,24.5,171.1,6.7,1066.0,785.5,14,26.74
325.6,214.6,0.0,203.5,0.0,963.4,630.0,14,18.75
295.7,0.0,0.0,192.0,0.0,935.4,781.2,7,33.7
254.0,0.0,0.0,198.0,0.0,968.0,863.0,3,12.73
139.6,209.4,0.0,192.0,0.0,972.6,749.1,90,39.29
305.3,203.5,0.0,203.5,0.0,965.4,631.0,365,38.21
233.8,0.0,94.6,183.8,6.7,947.0,847.0,3,2.33
339.2,0.0,0.0,185.7,0.0,1069.2,754.3,7,9.74
336.5,0.0,0.0,181.4,3.4,985.8,816.8,28,9.99
165.0,128.5,132.1,175.1,8.1,1005.8,746.6,14,38.41
148.1,187.4,132.1,178.1,8.3,852.1,825.5,28,41.68
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,91,74.19
296.0,0.0,0.0,186.0,0.0,1090.0,769.0,28,61.86
387.0,20.0,94.0,157.0,14.3,938.0,845.0,56,46.8
326.5,0.0,137.9,199.0,11.0,801.1,792.5,28,34.2
382.5,0.0,0.0,185.7,0.0,1047.8,739.3,28,31.35
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,180,34.9
148.1,0.0,136.6,158.1,16.1,1001.8,830.1,28,13.09
254.0,0.0,0.0,198.0,0.0,968.0,863.0,90,32.92
277.0,0.0,0.0,191.0,0.0,968.0,856.0,180,32.66
167.4,129.9,128.6,175.5,7.8,1007.3,746.6,100,49.77
397.0,0.0,0.0,185.0,0.0,1040.0,734.0,90,40.56
331.0,0.0,0.0,192.0,0.0,978.0,825.0,3,14.8
380.0,0.0,0.0,228.0,0.0,932.0,670.0,365,52.83
313.0,145.0,0.0,178.0,8.3,867.0,845.0,28,33.0
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,100,48.97
313.0,0.0,113.0,178.0,8.0,1002.0,689.0,28,60.29
318.8,0.0,124.8,210.7,4.5,852.1,880.4,3,6.88
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,14,31.35
393.0,0.0,0.0,192.0,0.0,940.6,785.6,28,60.29
425.0,106.3,0.0,151.4,18.6,936.0,803.7,28,41.68
362.6,0.0,0.0,164.9,11.6,944.7,755.8,28,71.99
275.0,0.0,0.0,183.0,0.0,1088.0,808.0,90,37.91
385.0,20.0,94.0,157.0,20.0,938.0,845.0,28,62.94
296.0,0.0,0.0,192.0,0.0,1085.0,765.0,90,32.4
251.4,0.0,118.3,188.5,5.8,1028.4,757.7,7,34.29
281.0,0.0,0.0,186.0,0.0,1104.0,774.0,90,43.58
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,90,42.03
133.0,200.0,0.0,192.0,0.0,946.8,856.8,90,33.27
249.1,0.0,98.8,158.5,10.8,998.0,801.0,28,34.56
393.0,0.0,0.0,192.0,0.0,940.6,785.6,28,39.3
424.0,22.0,132.0,168.0,8.5,822.0,750.0,90,56.62
190.3,0.0,125.4,166.6,11.9,1078.7,796.2,14,27.22
349.0,0.0,0.0,192.0,0.0,935.4,781.2,7,38.07
281.0,0.0,0.0,186.0,0.0,1104.0,774.0,7,14.14
272.8,119.7,81.2,178.5,7.0,824.3,692.6,28,17.24
251.4,0.0,118.3,185.7,5.8,1069.3,754.3,3,14.84
108.3,162.4,0.0,203.5,0.0,938.2,849.0,3,11.36
181.9,272.8,0.0,185.7,0.0,1012.4,714.3,28,44.86
385.0,0.0,0.0,186.0,0.0,966.0,763.0,7,23.85
254.0,0.0,0.0,198.0,0.0,968.0,863.0,3,17.28
295.0,0.0,0.0,192.0,0.0,1069.0,769.0,28,28.68
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,270,55.94
238.2,158.8,0.0,185.7,0.0,1040.6,734.3,28,37.17
254.0,0.0,0.0,197.0,0.0,968.0,863.0,365,50.6
322.0,0.0,0.0,203.0,0.0,974.0,800.0,180,24.28
446.0,24.0,79.0,162.0,0.0,967.0,712.0,7,38.6
200.0,0.0,200.0,190.0,0.0,1145.0,660.0,7,14.14
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,100,44.7
382.0,0.0,0.0,186.0,0.0,1047.0,739.0,7,15.61
381.4,0.0,0.0,185.7,0.0,1104.6,784.3,28,30.45
254.0,0.0,0.0,198.0,0.0,968.0,863.0,180,33.4
162.0,207.0,172.0,216.0,9.0,822.0,638.0,28,52.96
150.7,0.0,185.3,166.7,16.5,1074.5,678.0,28,15.57
385.0,0.0,0.0,186.0,0.0,966.0,763.0,7,10.35
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,120,30.65
192.0,288.0,0.0,192.0,0.0,929.8,716.1,90,37.34
135.7,203.5,0.0,185.7,0.0,1076.2,759.3,7,11.96
331.0,0.0,0.0,192.0,0.0,978.0,825.0,28,31.18
381.4,0.0,0.0,185.7,0.0,1104.6,784.3,28,22.5
362.6,189.0,0.0,164.9,11.6,944.7,755.8,56,42.7
380.0,0.0,0.0,228.0,0.0,932.0,670.0,7,55.9
250.0,0.0,95.7,191.8,5.3,948.9,857.2,14,25.1
350.0,0.0,0.0,203.0,0.0,974.0,775.0,180,37.23
339.0,0.0,77.0,196.0,6.0,968.0,754.0,28,41.68
166.1,250.2,0.0,170.1,8.9,977.6,694.1,3,14.94
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,3,35.87
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,28,44.64
339.0,0.0,0.0,185.0,0.0,1069.0,754.0,28,21.91
252.0,0.0,0.0,186.0,0.0,1111.0,784.0,28,69.84
236.0,0.0,0.0,197.0,0.0,968.0,885.0,28,29.22
165.0,0.0,143.6,163.8,12.8,1005.6,900.9,100,65.2
375.0,0.0,0.0,186.0,0.0,1038.0,758.0,28,59.89
295.0,0.0,0.0,185.0,0.0,1069.0,774.0,7,18.28
144.0,15.0,195.0,171.0,8.0,822.0,843.0,28,28.68
326.0,0.0,0.0,199.0,11.0,801.0,792.0,28,38.07
238.1,0.0,0.0,186.7,0.0,949.9,847.0,3,6.9
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,28,56.4
200.0,0.0,0.0,180.0,0.0,1125.0,845.0,28,33.69
233.8,0.0,94.1,197.9,4.5,946.8,852.2,100,54.6
439.0,177.0,0.0,186.0,11.1,884.9,707.9,56,31.84
295.8,0.0,0.0,185.7,0.0,1091.4,769.3,28,22.53
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,180,32.33
302.0,0.0,0.0,203.0,0.0,974.0,817.0,28,15.58
531.3,0.0,0.0,141.8,28.2,852.1,893.7,56,45.71
540.0,0.0,0.0,173.0,1.9,1033.0,768.0,90,43.7
307.0,0.0,0.0,193.0,0.0,968.0,812.0,3,19.35
230.0,0.0,118.3,195.5,6.6,1029.4,758.6,100,27.22
295.0,0.0,97.0,191.0,9.0,998.0,801.0,3,6.81
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,180,39.27
122.6,183.9,0.0,203.5,0.0,958.2,800.1,3,12.18
194.7,0.0,100.5,170.2,7.5,998.0,901.8,56,51.33
500.0,0.0,0.0,175.0,0.0,1066.0,770.0,28,28.63
157.0,260.0,0.0,214.0,3.0,847.0,783.0,28,41.93
255.5,170.3,0.0,185.7,0.0,1026.6,724.3,7,17.17
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,56,53.9
349.0,0.0,0.0,192.0,0.0,1047.0,806.3,90,21.54
522.0,0.0,0.0,146.0,0.0,896.0,896.0,7,28.8
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,28,46.39
350.0,0.0,0.0,203.0,0.0,1069.0,775.0,7,15.62
237.5,237.5,0.0,228.0,0.0,932.0,594.0,270,72.1
322.0,0.0,107.0,196.0,11.0,819.0,778.0,28,35.1
339.2,0.0,0.0,185.7,0.0,1069.2,754.3,90,52.2
236.0,157.0,0.0,186.0,8.0,838.6,749.1,28,39.38
182.0,45.2,124.3,158.5,10.8,1080.8,796.2,100,50.08
332.5,142.5,0.0,228.0,0.0,932.0,594.0,90,47.97
181.4,0.0,167.0,169.6,7.6,1055.6,777.8,100,37.91
229.7,0.0,118.2,195.2,6.7,1028.1,757.6,14,30.14
252.0,0.0,0.0,186.0,0.0,1111.0,784.0,28,67.57
375.0,0.0,0.0,214.6,0.0,1003.5,762.4,28,37.27
366.0,187.0,0.0,191.0,7.0,824.0,756.0,28,49.2
331.0,0.0,0.0,192.0,0.0,978.0,825.0,7,30.44
425.0,106.3,0.0,153.5,16.5,852.1,887.1,7,44.21
333.0,0.0,0.0,192.0,0.0,931.2,842.6,90,56.7
446.0,24.0,79.0,162.1,11.6,967.1,712.0,56,66.95
290.2,193.5,0.0,185.7,0.0,998.2,704.3,28,33.05
159.1,186.7,0.0,175.6,11.3,989.6,788.9,28,12.18
362.6,189.0,0.0,164.9,11.6,944.7,755.8,56,54.77
397.0,0.0,0.0,185.0,0.0,1040.0,734.0,28,39.05
350.0,0.0,0.0,203.0,0.0,974.0,775.0,180,32.92
387.0,0.0,94.0,157.0,14.3,938.0,845.0,3,22.95
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,3,25.42
307.0,0.0,0.0,193.0,0.0,968.0,812.0,180,41.64
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,28,23.51
289.0,0.0,0.0,192.0,0.0,913.2,895.3,28,17.44
387.0,20.0,94.0,157.0,11.6,938.0,845.0,3,33.42
190.7,0.0,125.4,162.1,7.8,1088.1,802.6,56,74.99
296.0,0.0,0.0,192.0,0.0,1085.0,765.0,90,21.54
349.0,0.0,0.0,192.0,0.0,1047.0,806.9,90,32.92
183.8,129.9,0.0,175.1,3.6,1006.0,746.6,28,30.96
194.7,0.0,100.5,170.2,7.5,998.0,901.8,14,29.87
276.0,116.0,0.0,195.0,3.0,833.0,790.0,28,51.86
374.0,189.2,0.0,170.1,10.1,926.1,756.7,28,40.87
331.0,0.0,0.0,192.0,0.0,978.0,825.0,7,24.07
212.0,0.0,124.8,159.0,7.8,1085.4,799.5,3,23.69
331.0,0.0,0.0,192.0,0.0,978.0,825.0,360,24.1
147.0,115.0,89.0,202.0,9.0,860.0,829.0,28,19.42
255.5,0.0,0.0,192.0,0.0,926.6,756.7,7,25.61
356.0,0.0,132.0,158.0,8.5,1056.0,801.0,56,44.7
145.0,162.0,141.0,175.0,10.0,888.0,753.0,28,51.06
475.0,0.0,59.0,142.0,1.9,1098.0,641.0,28,59.89
382.5,0.0,0.0,185.7,0.0,1111.6,784.3,7,28.63
116.0,173.0,0.0,192.0,0.0,909.8,891.9,90,48.15
238.1,0.0,0.0,185.7,0.0,1118.8,789.3,28,26.32
212.0,0.0,124.8,159.0,7.8,1085.4,799.5,100,51.73
230.0,0.0,118.3,185.7,5.8,1029.4,758.6,28,48.59
307.0,0.0,0.0,193.0,0.0,968.0,812.0,180,26.74
252.5,0.0,0.0,185.7,0.0,1111.6,784.3,365,56.34
193.5,290.2,0.0,185.7,0.0,998.2,704.3,7,16.88
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,7,15.36
380.0,38.0,0.0,228.0,0.0,932.0,670.0,3,12.46
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,28,20.87
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,90,56.63
140.0,133.0,103.0,200.0,7.0,916.0,753.0,28,42.33
236.0,157.0,0.0,192.0,0.0,972.6,749.1,90,40.23
469.0,117.2,0.0,137.8,32.2,852.1,840.5,28,56.74
339.0,0.0,0.0,197.0,0.0,968.0,781.0,365,29.79
333.0,0.0,0.0,192.0,0.0,931.2,842.6,28,33.05
213.7,0.0,174.7,154.8,10.2,1053.5,776.4,3,33.4
182.0,45.2,122.0,170.1,9.0,1019.0,657.9,28,31.97
155.0,183.0,0.0,193.0,9.0,1047.0,697.0,3,13.82
287.3,121.0,94.6,187.6,9.2,904.4,695.4,7,47.4
313.3,145.0,0.0,178.5,8.0,1002.0,689.3,28,21.6
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,28,48.4
331.0,133.0,0.0,192.0,0.0,978.0,825.5,7,28.1
339.0,0.0,0.0,197.0,0.0,968.0,781.0,90,47.28
249.1,0.0,98.8,158.1,12.8,987.8,889.0,28,28.99
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,56,56.14
349.0,0.0,0.0,192.0,0.0,1047.0,806.9,7,18.91
500.0,0.0,0.0,192.0,0.0,1125.0,613.0,1,31.54
446.0,24.0,79.0,162.0,11.6,967.0,712.0,28,62.94
397.0,0.0,0.0,192.0,0.0,1140.6,781.2,7,25.02
393.0,0.0,0.0,192.0,0.0,940.6,785.6,90,47.03
333.0,0.0,0.0,192.0,0.0,931.2,842.6,7,7.75
333.0,0.0,90.0,186.0,13.9,967.0,871.0,28,24.89
540.0,0.0,0.0,173.0,0.0,1120.0,611.8,3,9.85
213.8,98.1,24.5,181.7,6.7,1066.0,785.5,3,36.8
389.9,189.0,0.0,145.9,22.0,944.7,755.8,91,72.3
236.0,157.0,0.0,192.0,0.0,972.6,749.1,3,14.64
315.0,0.0,184.0,196.0,7.0,959.0,801.0,28,32.88
425.0,106.3,0.0,153.5,16.5,852.1,887.1,28,52.2
388.6,0.0,97.4,157.9,8.4,978.4,825.5,28,33.01
300.0,0.0,0.0,178.0,9.0,1000.0,822.0,28,21.26
304.0,76.0,0.0,228.0,0.0,932.0,670.0,28,33.96
255.0,99.0,77.0,189.0,6.0,919.0,749.0,28,66.95
382.5,0.0,0.0,185.7,0.0,1047.8,739.3,28,25.18
200.0,133.0,0.0,192.0,0.0,965.4,856.8,90,31.27
250.0,0.0,0.0,191.0,0.0,1012.0,830.0,28,37.42
212.0,141.3,0.0,203.5,0.0,999.8,822.0,28,37.92
238.0,0.0,0.0,185.0,0.0,1118.0,789.0,28,26.97
168.0,42.1,163.8,121.8,4.5,1058.7,780.1,28,35.57
212.0,0.0,124.8,159.0,7.8,1085.4,799.5,28,35.23
213.5,0.0,174.2,154.6,11.7,1053.5,754.3,100,44.21
238.1,0.0,0.0,185.7,0.0,1118.8,769.3,28,26.32
252.5,0.0,0.0,185.7,0.0,1118.8,789.3,7,21.86
277.1,0.0,97.4,160.6,11.8,973.9,875.6,3,25.56
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,7,9.85
190.3,0.0,125.2,161.9,9.9,1088.1,802.6,56,33.54
375.0,97.1,0.0,126.6,23.4,852.1,893.7,56,55.25
540.0,0.0,0.0,173.0,3.0,1125.0,613.0,28,15.57
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,3,14.8
305.3,203.5,0.0,203.5,0.0,965.4,631.0,90,52.52
251.4,0.0,118.3,192.9,5.8,1043.6,754.3,3,19.01
339.0,0.0,0.0,197.0,0.0,968.0,781.0,180,39.94
297.8,212.5,0.0,155.7,9.6,1014.3,803.7,14,33.61
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,56,60.28
397.0,0.0,0.0,192.0,0.0,940.6,785.6,90,36.8
250.2,166.8,0.0,203.5,0.0,971.8,694.1,14,24.85
337.9,0.0,0.0,185.7,0.0,884.9,728.5,28,39.3
236.9,91.7,71.5,246.9,6.0,852.9,695.4,28,66.9
214.9,53.8,121.4,155.6,9.9,1014.3,780.6,28,33.01
310.0,0.0,0.0,192.0,0.0,970.0,850.0,90,77.3
272.8,181.9,0.0,185.7,0.0,1012.4,714.3,28,78.8
475.0,118.8,0.0,181.1,8.9,852.1,781.5,3,7.4
212.1,0.0,121.6,180.3,5.7,1057.6,779.3,100,52.45
238.0,0.0,0.0,186.0,0.0,1119.0,789.0,28,35.1
167.0,75.4,167.0,164.0,7.9,1007.3,770.1,28,61.86
427.5,47.5,0.0,228.0,0.0,932.0,594.0,180,39.7
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,28,50.51
238.1,0.0,94.1,197.9,7.0,949.9,847.0,28,66.6
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,7,13.2
213.8,98.1,24.5,181.7,6.7,1066.0,785.5,14,32.96
277.0,0.0,0.0,191.0,0.0,968.0,856.0,365,37.23
475.0,0.0,0.0,228.0,0.0,932.0,594.0,3,24.4
362.6,189.0,0.0,164.9,11.6,944.7,755.8,91,54.9
238.1,0.0,0.0,186.7,7.0,949.9,847.0,100,52.2
313.3,0.0,0.0,175.5,8.6,1046.9,611.8,28,34.68
425.0,106.3,0.0,153.5,16.5,852.1,887.1,56,63.4
310.0,0.0,0.0,192.0,0.0,970.0,850.0,7,13.52
183.9,122.6,0.0,203.5,0.0,959.2,800.0,90,33.3
375.0,0.0,0.0,186.0,0.0,1038.0,758.0,7,24.1
304.0,76.0,0.0,228.0,0.0,932.0,670.0,270,21.5
236.0,0.0,0.0,194.0,0.0,968.0,885.0,7,17.54
252.0,0.0,0.0,186.0,0.0,1104.0,784.0,28,38.46
277.1,0.0,97.4,160.6,11.8,973.9,875.6,100,57.22
190.3,0.0,125.1,161.9,9.9,1088.1,802.6,28,61.99
250.0,0.0,95.7,187.4,5.5,956.9,861.2,28,68.5
252.0,0.0,0.0,185.0,0.0,1111.0,784.0,28,21.48
154.0,174.0,185.0,185.0,7.0,845.0,612.0,28,29.55
302.0,0.0,0.0,203.0,0.0,974.0,817.0,180,32.05
182.0,0.0,122.0,170.2,8.2,1059.4,780.7,100,37.68
238.1,0.0,0.0,185.7,0.0,1118.8,789.3,28,46.23
475.0,118.8,0.0,181.1,8.9,852.1,781.5,28,49.9
167.0,75.4,167.0,164.0,13.6,1007.3,770.1,14,33.12
382.5,0.0,0.0,185.7,0.0,940.6,664.3,56,53.96
153.0,145.0,113.0,178.0,8.0,869.0,824.0,28,55.16
362.6,189.0,0.0,164.9,11.6,944.7,755.8,3,17.84
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,28,22.84
322.0,0.0,142.0,168.0,9.0,904.0,805.0,28,38.77
273.0,116.0,90.0,199.0,9.0,904.0,768.0,28,29.59
475.0,118.8,0.0,181.1,8.9,852.1,781.5,7,52.91
305.0,0.0,0.0,185.0,0.0,1069.0,695.0,3,11.41
255.0,0.0,0.0,192.0,0.0,889.8,945.0,28,39.94
172.4,206.5,100.5,170.6,8.2,1065.8,705.2,7,40.15
314.0,0.0,113.0,169.9,10.1,923.2,728.9,28,33.21
500.1,0.0,0.0,200.0,0.0,1124.4,613.2,90,44.42
116.0,173.0,0.0,192.0,0.0,949.9,891.9,7,26.85
397.0,0.0,0.0,186.0,0.0,1040.0,734.0,28,26.14
382.0,0.0,0.0,186.0,0.0,1047.0,739.0,28,37.36
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,7,50.51
333.0,0.0,0.0,192.0,0.0,931.2,842.6,7,33.0
350.0,0.0,0.0,203.0,0.0,974.0,775.0,14,25.51
183.9,122.6,0.0,203.5,0.0,963.4,800.1,28,62.94
181.4,166.8,0.0,203.5,8.0,877.2,867.7,28,48.7
155.0,183.0,143.0,193.0,9.0,1047.0,697.0,28,29.79
168.9,42.1,163.3,121.8,5.7,1058.7,780.6,14,21.92
389.9,189.0,0.0,145.9,22.0,944.7,755.8,56,63.14
251.8,0.0,0.0,146.1,12.0,1006.0,899.8,56,69.3
164.2,0.0,143.0,163.0,0.0,1005.6,900.9,3,25.02
252.3,0.0,98.8,146.3,12.4,987.8,889.0,3,10.35
305.3,203.5,0.0,203.5,0.0,965.4,631.0,28,39.45
288.0,0.0,0.0,192.0,0.0,932.0,717.8,7,20.97
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,90,55.16
500.0,0.0,0.0,200.0,9.0,1125.0,613.0,28,59.0
520.0,0.0,0.0,170.0,5.5,1055.0,805.0,28,32.72
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,28,32.96
251.4,0.0,118.3,192.9,5.8,1043.6,754.3,3,11.47
250.0,0.0,95.0,189.0,11.0,968.0,845.0,28,21.48
359.0,0.0,141.0,154.0,1.7,942.0,801.0,28,59.2
147.8,210.2,0.0,203.2,3.1,828.7,709.7,28,59.76
166.8,129.9,167.0,175.5,7.8,1006.3,692.6,28,27.53
212.1,0.0,121.6,180.3,5.7,1057.6,779.3,3,22.9
339.0,0.0,0.0,188.0,6.0,1075.0,724.0,28,60.28
250.0,0.0,0.0,191.0,0.0,968.0,856.0,90,51.72
375.0,0.0,0.0,186.0,0.0,1038.0,758.0,28,44.86
425.0,106.3,0.0,153.5,16.5,852.1,887.1,28,56.1
200.0,0.0,0.0,180.0,0.0,1125.0,845.0,14,22.49
255.0,0.0,0.0,192.0,0.0,968.0,885.0,28,46.8
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,28,26.26
250.0,0.0,95.7,187.6,5.5,956.9,861.2,100,50.77
339.0,0.0,0.0,185.0,0.0,1069.0,754.0,28,38.7
310.0,0.0,0.0,192.0,0.0,970.0,850.0,7,13.46
304.0,0.0,0.0,196.0,0.0,959.0,705.0,14,30.44
531.3,0.0,0.0,141.8,28.2,852.1,893.7,56,38.11
475.0,0.0,0.0,228.0,0.0,932.0,594.0,90,47.81
425.0,106.3,0.0,153.5,16.5,852.1,887.1,100,40.27
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,7,24.48
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,90,23.69
250.0,0.0,0.0,189.0,0.0,1125.0,613.0,28,36.8
122.6,183.9,0.0,203.5,0.0,949.9,694.1,90,49.8
475.0,0.0,0.0,189.0,0.0,1125.0,783.0,28,65.2
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,7,10.22
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,28,43.38
252.0,0.0,0.0,185.0,0.0,1111.0,784.0,14,22.72
393.0,0.0,0.0,192.0,0.0,931.2,885.0,7,33.4
102.0,153.0,0.0,192.0,0.0,887.0,942.0,7,16.88
374.0,189.2,0.0,170.1,10.1,926.1,756.7,56,58.61
190.0,190.0,0.0,228.0,0.0,932.0,670.0,28,28.24
251.8,0.0,98.8,146.1,14.2,973.9,853.5,100,64.02
144.8,0.0,133.6,144.7,11.2,1001.8,803.7,28,35.23
427.5,47.5,0.0,228.0,0.0,932.0,594.0,270,42.13
238.0,0.0,0.0,186.0,0.0,1119.0,789.0,28,39.0
295.7,0.0,95.6,171.5,8.9,955.1,859.2,56,54.6
500.0,0.0,0.0,200.0,0.0,1125.0,613.0,3,12.47
250.0,0.0,0.0,187.4,0.0,987.8,849.0,3,18.03
157.0,116.0,89.6,192.0,7.0,927.4,839.2,28,41.37
313.3,262.2,0.0,179.9,8.6,1004.6,611.8,28,64.9
427.5,47.5,0.0,228.0,0.0,932.0,594.0,365,53.39
446.0,24.0,79.0,145.9,11.6,967.0,712.0,3,25.42
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,90,31.35
190.0,190.0,0.0,228.0,0.0,932.0,670.0,90,34.2
298.0,0.0,107.0,221.0,6.0,867.0,778.0,28,10.79
116.0,173.0,0.0,192.0,0.0,909.8,891.9,28,37.27
147.8,175.1,0.0,171.2,12.0,1000.0,828.5,28,52.82
198.6,132.4,0.0,192.0,0.0,978.4,825.5,7,9.74
296.0,0.0,0.0,192.0,0.0,935.4,781.2,28,24.54
531.3,0.0,0.0,141.8,28.2,852.1,893.7,56,69.66
322.0,0.0,0.0,184.0,0.0,968.0,816.0,7,12.46
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,28,28.94
310.0,184.8,0.0,185.7,0.0,1013.2,730.4,28,71.7
252.3,128.5,98.8,158.5,12.8,967.1,748.5,28,77.3
200.0,133.0,0.0,192.0,0.0,965.4,806.2,180,48.67
165.0,0.0,143.6,163.8,0.0,1005.6,900.9,100,55.55
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,180,33.73
212.5,0.0,100.4,159.3,8.7,1007.8,903.6,28,60.29
362.6,189.0,0.0,164.9,11.6,944.7,755.8,56,61.99
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,7,21.92
212.5,0.0,124.3,158.3,9.9,1078.7,799.5,56,33.56
236.0,157.0,0.0,192.0,0.0,972.6,749.1,7,18.13
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,28,33.04
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,28,35.87
250.0,0.0,95.7,187.4,5.5,956.9,861.2,100,55.02
145.0,116.0,119.0,184.0,5.7,833.0,880.0,28,30.96
213.8,98.1,24.5,181.7,6.7,1066.0,785.5,56,61.46
147.8,115.6,0.0,201.3,3.4,1006.3,829.5,28,23.08
290.2,0.0,0.0,185.7,0.0,998.2,704.3,28,39.3
427.5,47.5,0.0,228.0,0.0,932.0,594.0,7,24.4
304.0,140.0,0.0,218.0,6.0,895.0,722.0,28,17.96
480.0,0.0,0.0,185.7,0.0,1120.0,714.3,28,60.32
359.0,19.0,141.0,154.0,10.9,942.0,801.0,7,25.2
255.0,0.0,0.0,192.0,0.0,1125.0,845.0,90,30.65
313.0,187.0,0.0,178.0,11.0,917.0,759.0,28,39.7
362.6,189.0,0.0,164.9,11.6,944.7,755.8,91,68.5
149.0,139.0,112.0,184.0,10.0,953.0,783.0,28,67.87
252.5,0.0,0.0,185.7,0.0,1111.6,784.3,28,39.27
139.6,132.4,0.0,192.0,0.0,1047.8,806.9,90,64.02
339.2,0.0,0.0,185.7,0.0,1069.2,676.6,28,51.06
310.0,0.0,0.0,192.0,0.0,970.0,850.6,90,35.96
339.0,0.0,0.0,185.0,0.0,1069.0,754.0,28,33.4
500.0,0.0,0.0,200.0,0.0,1125.0,630.0,28,41.05
213.8,98.1,24.5,181.7,6.9,1065.8,785.6,100,39.23
153.0,102.0,0.0,192.0,0.0,888.0,943.1,7,7.84
425.0,106.3,0.0,151.4,18.6,936.0,803.7,100,44.64
322.0,0.0,0.0,182.0,0.0,977.0,789.0,3,3.32
349.0,0.0,0.0,192.0,0.0,1056.0,774.0,180,39.06
469.0,24.0,79.0,162.1,11.6,967.1,712.2,3,42.03
