Team,League,Year,RS,RA,W,OBP,SLG,BA,Playoffs,RankSeason,RankPlayoffs,G,OOBP,OSLG
CHC,NL,1971,637,648,83,0.325,0.3779999999999999,0.258,0,,,162,,
KCR,AL,1992,610,667,72,0.315,0.364,0.256,0,,,162,,
TEX,AL,1975,714,733,79,0.33,0.371,0.256,0,,,162,,
CLE,AL,1989,604,654,73,0.31,0.365,0.245,0,,,162,,
ATL,NL,1985,632,781,66,0.315,0.363,0.246,0,,,162,,
PIT,NL,1999,775,782,78,0.3339999999999999,0.419,0.259,0,,,161,0.3429999999999999,0.42
CAL,AL,1970,631,630,86,0.309,0.363,0.251,0,,,162,,
CIN,NL,1971,586,581,79,0.3,0.366,0.241,0,,,162,,
PIT,NL,2008,735,884,67,0.32,0.4029999999999999,0.258,0,,,162,0.362,0.4539999999999999
NYY,AL,1984,758,679,87,0.3389999999999999,0.4039999999999999,0.276,0,,,162,,
PIT,NL,1975,712,565,92,0.3229999999999999,0.402,0.263,1,4.0,3.0,161,,
CIN,NL,1998,750,760,77,0.337,0.402,0.262,0,,,162,,
NYY,AL,2010,859,693,95,0.35,0.436,0.267,1,3.0,3.0,162,0.322,0.3989999999999999
HOU,NL,1971,585,567,79,0.302,0.34,0.24,0,,,162,,
ATL,NL,1966,782,683,85,0.326,0.424,0.263,0,,,163,,
CHC,NL,2001,777,701,88,0.336,0.43,0.261,0,,,162,0.321,0.3979999999999999
MIL,NL,2000,740,826,73,0.325,0.4029999999999999,0.246,0,,,163,0.357,0.42
NYY,AL,1966,611,612,70,0.299,0.374,0.235,0,,,160,,
PHI,NL,1993,877,740,97,0.351,0.426,0.2739999999999999,1,2.0,2.0,162,,
DET,AL,2012,726,670,88,0.335,0.422,0.268,1,6.0,2.0,162,0.314,0.402
LAD,NL,2006,820,751,88,0.348,0.432,0.276,1,5.0,4.0,162,0.33,0.418
DET,AL,1969,701,601,90,0.316,0.387,0.242,0,,,162,,
CHC,NL,1965,635,723,72,0.307,0.358,0.238,0,,,164,,
SEA,AL,2003,795,637,93,0.344,0.41,0.271,0,,,162,0.311,0.3879999999999999
SDP,NL,1982,675,658,81,0.311,0.359,0.257,0,,,162,,
BOS,AL,1980,757,767,83,0.34,0.436,0.283,0,,,160,,
HOU,NL,1975,664,711,64,0.32,0.359,0.254,0,,,162,,
CLE,AL,2003,699,778,68,0.316,0.401,0.254,0,,,162,0.3289999999999999,0.426
LAD,NL,1993,675,662,81,0.321,0.3829999999999999,0.261,0,,,162,,
CIN,NL,1988,641,596,87,0.309,0.368,0.246,0,,,161,,
DET,AL,1997,784,790,79,0.332,0.415,0.258,0,,,162,,
MIN,AL,1987,786,806,85,0.3279999999999999,0.43,0.261,1,4.0,1.0,162,,
ATL,NL,1999,840,661,103,0.341,0.436,0.266,1,1.0,2.0,162,0.314,0.377
NYM,NL,1997,777,709,88,0.332,0.405,0.262,0,,,162,,
ATL,NL,1974,661,563,88,0.319,0.363,0.249,0,,,163,,
STL,NL,1996,759,706,88,0.33,0.407,0.267,1,6.0,3.0,162,,
MIN,AL,1992,747,653,90,0.341,0.391,0.2769999999999999,0,,,162,,
SEA,AL,1983,558,740,60,0.301,0.36,0.24,0,,,162,,
FLA,NL,2008,770,767,84,0.326,0.433,0.254,0,,,161,0.3329999999999999,0.407
CLE,AL,1982,683,748,78,0.341,0.373,0.262,0,,,162,,
KCR,AL,1990,707,709,75,0.3279999999999999,0.395,0.267,0,,,161,,
MIN,AL,1983,709,822,70,0.319,0.401,0.261,0,,,162,,
LAD,NL,1983,654,609,91,0.318,0.379,0.25,1,3.0,3.0,163,,
CIN,NL,1967,604,563,87,0.297,0.372,0.248,0,,,162,,
OAK,AL,2011,645,679,74,0.311,0.369,0.244,0,,,162,0.317,0.3779999999999999
CLE,AL,1969,573,717,62,0.307,0.345,0.237,0,,,161,,
CHW,AL,2004,865,831,83,0.3329999999999999,0.457,0.268,0,,,162,0.3379999999999999,0.4529999999999999
BAL,AL,2008,782,869,68,0.3329999999999999,0.429,0.267,0,,,161,0.361,0.435
BOS,AL,1983,724,775,78,0.335,0.409,0.27,0,,,162,,
CAL,AL,1974,618,657,68,0.321,0.356,0.254,0,,,163,,
SFG,NL,1986,698,618,83,0.322,0.375,0.253,0,,,162,,
LAD,NL,1964,614,572,80,0.305,0.34,0.25,0,,,164,,
CHW,AL,1988,631,757,71,0.303,0.37,0.244,0,,,161,,
PIT,NL,1978,684,637,88,0.32,0.385,0.257,0,,,161,,
TEX,AL,1980,756,752,76,0.3389999999999999,0.405,0.284,0,,,163,,
LAD,NL,1984,580,600,79,0.306,0.348,0.244,0,,,162,,
CHW,AL,2011,654,706,79,0.319,0.3879999999999999,0.252,0,,,162,0.317,0.397
HOU,NL,1992,608,668,81,0.313,0.359,0.246,0,,,162,,
NYM,NL,1984,652,676,90,0.32,0.369,0.257,0,,,162,,
COL,NL,2002,778,898,73,0.337,0.423,0.2739999999999999,0,,,162,0.349,0.466
BOS,AL,2000,792,745,85,0.341,0.423,0.267,0,,,162,0.322,0.411
SFG,NL,1963,725,641,88,0.316,0.414,0.258,0,,,162,,
MIL,NL,1998,707,812,74,0.33,0.396,0.26,0,,,162,,
ATL,NL,1968,514,549,81,0.307,0.3389999999999999,0.252,0,,,163,,
TOR,AL,2008,714,610,86,0.331,0.3989999999999999,0.264,0,,,162,0.309,0.38
OAK,AL,2004,793,742,91,0.3429999999999999,0.433,0.27,0,,,162,0.332,0.409
BOS,AL,1976,716,660,83,0.324,0.402,0.263,0,,,162,,
HOU,NL,1980,637,589,93,0.326,0.367,0.261,1,3.0,3.0,163,,
NYM,NL,1983,575,680,68,0.3,0.344,0.241,0,,,162,,
SFG,NL,1991,649,697,75,0.309,0.381,0.246,0,,,162,,
CLE,AL,2004,858,857,80,0.351,0.444,0.276,0,,,162,0.342,0.445
CHW,AL,1967,531,491,89,0.291,0.32,0.225,0,,,162,,
BAL,AL,1976,619,598,88,0.31,0.358,0.243,0,,,162,,
CHC,NL,1973,614,655,77,0.32,0.357,0.247,0,,,161,,
CHC,NL,2009,707,672,83,0.332,0.407,0.255,0,,,161,0.324,0.391
SEA,AL,1982,651,712,76,0.311,0.381,0.254,0,,,162,,
SFG,NL,1974,634,723,72,0.322,0.358,0.252,0,,,162,,
NYY,AL,2002,897,697,103,0.354,0.455,0.275,1,1.0,4.0,161,0.309,0.395
ATL,NL,1970,736,772,76,0.3339999999999999,0.4039999999999999,0.27,0,,,162,,
LAD,NL,1980,663,591,92,0.3229999999999999,0.3879999999999999,0.263,0,,,163,,
NYM,NL,1986,783,578,108,0.3389999999999999,0.401,0.263,1,1.0,1.0,162,,
COL,NL,2011,735,774,73,0.3289999999999999,0.41,0.258,0,,,162,0.331,0.431
OAK,AL,1997,764,946,65,0.3389999999999999,0.423,0.26,0,,,162,,
MIN,AL,1998,734,818,70,0.3279999999999999,0.389,0.266,0,,,162,,
LAD,NL,1970,749,684,87,0.3339999999999999,0.382,0.27,0,,,161,,
BAL,AL,2009,741,876,64,0.332,0.415,0.268,0,,,162,0.353,0.476
CHW,AL,1982,786,710,87,0.337,0.413,0.273,0,,,162,,
TOR,AL,1985,759,588,99,0.331,0.425,0.2689999999999999,1,2.0,3.0,161,,
CHC,NL,1978,664,724,79,0.331,0.361,0.264,0,,,162,,
BOS,AL,1988,813,689,89,0.357,0.42,0.283,1,4.0,3.0,162,,
SDP,NL,1985,650,622,83,0.32,0.368,0.255,0,,,162,,
CIN,NL,2008,704,800,74,0.321,0.408,0.247,0,,,162,0.345,0.45
TBD,AL,2000,733,842,69,0.3289999999999999,0.3989999999999999,0.257,0,,,161,0.345,0.451
NYM,NL,2001,642,713,82,0.3229999999999999,0.387,0.249,0,,,162,0.314,0.419
BAL,AL,1977,719,653,97,0.3289999999999999,0.3929999999999999,0.261,0,,,161,,
NYM,NL,1967,498,672,61,0.288,0.325,0.238,0,,,162,,
SDP,NL,1978,591,598,84,0.321,0.348,0.252,0,,,162,,
PHI,NL,1987,702,749,80,0.327,0.41,0.254,0,,,162,,
FLA,NL,2010,719,717,80,0.321,0.4029999999999999,0.254,0,,,162,0.331,0.3979999999999999
NYY,AL,1973,641,610,80,0.322,0.3779999999999999,0.261,0,,,162,,
ATL,NL,2002,708,565,101,0.331,0.409,0.26,1,2.0,4.0,161,0.313,0.364
DET,AL,2006,822,675,95,0.3289999999999999,0.449,0.2739999999999999,1,3.0,2.0,162,0.321,0.405
CIN,NL,1978,710,688,92,0.3339999999999999,0.3929999999999999,0.256,0,,,161,,
BAL,AL,2006,768,899,70,0.3389999999999999,0.424,0.2769999999999999,0,,,162,0.357,0.462
FLA,NL,1996,688,703,80,0.3289999999999999,0.3929999999999999,0.257,0,,,162,,
MIN,AL,1970,744,605,98,0.327,0.4029999999999999,0.262,1,3.0,3.0,162,,
CAL,AL,1982,814,670,93,0.347,0.433,0.2739999999999999,1,2.0,3.0,162,,
MIL,AL,1990,732,760,74,0.32,0.384,0.256,0,,,162,,
COL,NL,2012,758,890,64,0.33,0.436,0.2739999999999999,0,,,162,0.357,0.47
CLE,AL,1974,662,694,77,0.311,0.37,0.255,0,,,162,,
WSN,NL,2008,641,825,59,0.3229999999999999,0.373,0.251,0,,,161,0.3429999999999999,0.436
MIN,AL,1971,654,670,74,0.3229999999999999,0.372,0.26,0,,,160,,
SDP,NL,2007,741,666,89,0.322,0.411,0.251,0,,,163,0.311,0.374
MON,NL,1996,741,668,88,0.327,0.406,0.262,0,,,162,,
WSN,NL,2011,624,643,80,0.309,0.3829999999999999,0.242,0,,,161,0.319,0.382
CHC,NL,1993,738,739,84,0.325,0.414,0.27,0,,,163,,
TEX,AL,1992,682,753,77,0.321,0.3929999999999999,0.25,0,,,162,,
SFG,NL,1992,574,647,72,0.302,0.355,0.244,0,,,162,,
OAK,AL,1988,800,620,104,0.336,0.3989999999999999,0.263,1,1.0,2.0,162,,
TEX,AL,1997,807,823,77,0.3339999999999999,0.4379999999999999,0.2739999999999999,0,,,162,,
PIT,NL,1991,768,632,98,0.3379999999999999,0.3979999999999999,0.263,1,1.0,3.0,162,,
CIN,NL,2006,749,801,80,0.336,0.432,0.257,0,,,162,0.337,0.457
HOU,NL,1987,648,678,76,0.318,0.373,0.253,0,,,162,,
FLA,NL,1993,581,724,64,0.314,0.346,0.248,0,,,162,,
HOU,NL,1979,583,582,89,0.315,0.344,0.256,0,,,162,,
NYM,NL,1990,775,613,91,0.3229999999999999,0.408,0.256,0,,,162,,
TOR,AL,1996,766,809,74,0.331,0.42,0.259,0,,,162,,
SEA,AL,2010,513,698,61,0.298,0.3389999999999999,0.236,0,,,162,0.313,0.401
SFG,NL,1990,719,710,85,0.3229999999999999,0.396,0.262,0,,,162,,
CIN,NL,1966,692,702,76,0.309,0.395,0.26,0,,,160,,
ANA,AL,2004,836,734,92,0.341,0.429,0.282,1,6.0,4.0,162,0.326,0.415
CLE,AL,2012,667,845,68,0.324,0.381,0.251,0,,,162,0.336,0.43
BAL,AL,2012,712,705,93,0.311,0.417,0.247,1,5.0,4.0,162,0.315,0.4029999999999999
MIN,AL,1969,790,618,97,0.34,0.408,0.268,1,3.0,3.0,162,,
BOS,AL,1993,686,698,80,0.33,0.395,0.264,0,,,162,,
STL,NL,1976,629,671,72,0.3229999999999999,0.359,0.26,0,,,162,,
CLE,AL,1971,543,747,60,0.3,0.342,0.238,0,,,162,,
MIN,AL,1962,798,713,91,0.3379999999999999,0.412,0.26,0,,,163,,
MIL,AL,1984,641,734,67,0.317,0.37,0.262,0,,,161,,
BAL,AL,2002,667,773,67,0.309,0.4029999999999999,0.246,0,,,162,0.336,0.435
CIN,NL,1984,627,747,70,0.313,0.356,0.244,0,,,162,,
SDP,NL,1976,570,662,73,0.31,0.337,0.247,0,,,162,,
NYY,AL,1963,714,547,104,0.309,0.4029999999999999,0.252,1,1.0,2.0,161,,
LAD,NL,1988,628,544,94,0.305,0.352,0.248,1,3.0,1.0,162,,
PIT,NL,1976,708,630,92,0.321,0.391,0.267,0,,,162,,
BOS,AL,2002,859,665,93,0.345,0.444,0.2769999999999999,0,,,162,0.308,0.385
LAD,NL,1989,554,536,77,0.306,0.3389999999999999,0.24,0,,,160,,
CHW,AL,1979,730,748,73,0.3329999999999999,0.41,0.275,0,,,160,,
SFG,NL,1977,673,711,75,0.3229999999999999,0.3829999999999999,0.253,0,,,162,,
SDP,NL,2002,662,815,66,0.321,0.381,0.253,0,,,162,0.346,0.442
WSN,NL,2006,746,872,71,0.3379999999999999,0.418,0.262,0,,,162,0.349,0.447
STL,NL,2005,805,634,100,0.3389999999999999,0.423,0.27,1,1.0,3.0,162,0.318,0.3979999999999999
DET,AL,2005,723,787,71,0.321,0.428,0.272,0,,,162,0.33,0.436
FLA,NL,1997,740,669,92,0.346,0.395,0.259,1,4.0,1.0,162,,
TBD,AL,2005,750,936,67,0.3289999999999999,0.425,0.2739999999999999,0,,,162,0.355,0.455
ATL,NL,1973,799,774,76,0.3389999999999999,0.427,0.266,0,,,162,,
TOR,AL,1986,809,733,86,0.3289999999999999,0.427,0.2689999999999999,0,,,163,,
CAL,AL,1968,498,615,67,0.291,0.318,0.2269999999999999,0,,,162,,
BOS,AL,1970,786,722,87,0.335,0.428,0.262,0,,,162,,
NYM,NL,2010,656,652,79,0.314,0.3829999999999999,0.249,0,,,162,0.33,0.3939999999999999
MIA,NL,2012,609,724,69,0.308,0.382,0.244,0,,,162,0.327,0.3989999999999999
TOR,AL,2006,809,754,87,0.348,0.4629999999999999,0.284,0,,,162,0.3279999999999999,0.422
LAD,NL,2012,637,597,86,0.317,0.374,0.252,0,,,162,0.31,0.364
NYY,AL,1975,681,588,83,0.325,0.382,0.264,0,,,160,,
BAL,AL,1990,669,698,76,0.33,0.37,0.245,0,,,161,,
HOU,NL,1964,495,628,66,0.285,0.315,0.2289999999999999,0,,,162,,
NYY,AL,1969,562,587,80,0.308,0.344,0.235,0,,,162,,
CHW,AL,2009,724,732,79,0.3289999999999999,0.411,0.258,0,,,162,0.325,0.414
SEA,AL,2005,699,751,69,0.317,0.391,0.256,0,,,162,0.332,0.422
HOU,NL,1969,676,668,81,0.33,0.352,0.24,0,,,162,,
ARI,NL,1998,665,812,65,0.314,0.3929999999999999,0.246,0,,,162,,
NYY,AL,1999,900,731,98,0.366,0.4529999999999999,0.282,1,3.0,1.0,162,0.3289999999999999,0.4
SFG,NL,1962,878,690,103,0.341,0.441,0.278,1,1.0,2.0,165,,
LAD,NL,1968,470,509,76,0.289,0.319,0.23,0,,,162,,
SEA,AL,1989,694,728,73,0.32,0.384,0.257,0,,,162,,
CHW,AL,2008,811,729,89,0.332,0.4479999999999999,0.263,1,6.0,4.0,163,0.32,0.41
NYY,AL,1968,536,531,83,0.292,0.318,0.214,0,,,164,,
NYM,NL,1978,607,690,66,0.314,0.352,0.245,0,,,162,,
SEA,AL,1978,614,834,56,0.314,0.359,0.248,0,,,160,,
OAK,AL,1991,760,776,84,0.331,0.389,0.248,0,,,162,,
TOR,AL,1983,795,726,89,0.3379999999999999,0.436,0.2769999999999999,0,,,162,,
OAK,AL,1987,806,789,81,0.3329999999999999,0.428,0.26,0,,,162,,
OAK,AL,1990,733,570,103,0.336,0.391,0.254,1,1.0,2.0,162,,
SDP,NL,1999,710,781,74,0.332,0.3929999999999999,0.252,0,,,162,0.3329999999999999,0.43
CLE,AL,1996,952,769,99,0.369,0.475,0.293,1,1.0,4.0,161,,
ARI,NL,2012,734,688,81,0.3279999999999999,0.418,0.259,0,,,162,0.317,0.415
PIT,NL,1963,567,595,74,0.309,0.359,0.25,0,,,162,,
DET,AL,2000,823,827,79,0.3429999999999999,0.4379999999999999,0.275,0,,,162,0.34,0.4429999999999999
SEA,AL,1977,624,855,64,0.312,0.381,0.256,0,,,162,,
BAL,AL,1978,659,633,90,0.326,0.396,0.258,0,,,161,,
KCR,AL,2009,686,842,65,0.318,0.405,0.259,0,,,162,0.3429999999999999,0.422
NYY,AL,1971,648,641,81,0.3279999999999999,0.36,0.254,0,,,162,,
BAL,AL,1971,742,530,101,0.347,0.3979999999999999,0.261,1,1.0,2.0,158,,
CHC,NL,1987,720,801,76,0.326,0.432,0.264,0,,,161,,
CHC,NL,2006,716,834,66,0.319,0.422,0.268,0,,,162,0.342,0.431
MIL,AL,1970,613,751,65,0.319,0.358,0.242,0,,,163,,
LAD,NL,1971,663,587,89,0.325,0.37,0.266,0,,,162,,
SEA,AL,1985,719,818,74,0.326,0.412,0.255,0,,,162,,
HOU,NL,1982,569,620,77,0.302,0.349,0.247,0,,,162,,
MON,NL,1974,662,657,79,0.335,0.35,0.254,0,,,161,,
BAL,AL,1962,652,680,77,0.314,0.387,0.248,0,,,162,,
OAK,AL,2006,771,727,93,0.34,0.412,0.26,1,4.0,3.0,162,0.3379999999999999,0.422
HOU,NL,2008,712,743,86,0.3229999999999999,0.415,0.263,0,,,161,0.3279999999999999,0.44
BOS,AL,2011,875,737,90,0.349,0.461,0.28,0,,,162,0.322,0.392
SEP,AL,1969,639,799,64,0.316,0.346,0.2339999999999999,0,,,163,,
PHI,NL,2008,799,680,92,0.332,0.4379999999999999,0.255,1,4.0,1.0,162,0.3289999999999999,0.41
CLE,AL,1980,738,807,79,0.35,0.381,0.2769999999999999,0,,,160,,
CHW,AL,1964,642,501,98,0.32,0.353,0.247,0,,,162,,
STL,NL,1991,651,648,84,0.322,0.357,0.255,0,,,162,,
WSA,AL,1968,524,665,65,0.287,0.336,0.2239999999999999,0,,,161,,
HOU,NL,2003,805,677,87,0.336,0.431,0.263,0,,,162,0.326,0.397
MIN,AL,1986,741,839,71,0.325,0.428,0.261,0,,,162,,
CHC,NL,1966,644,809,59,0.313,0.38,0.254,0,,,162,,
PIT,NL,1982,724,696,84,0.327,0.408,0.273,0,,,162,,
CHC,NL,1990,690,774,77,0.314,0.392,0.263,0,,,162,,
WSN,NL,2009,710,874,59,0.337,0.406,0.258,0,,,162,0.352,0.45
SEA,AL,1998,859,855,76,0.345,0.4679999999999999,0.276,0,,,161,,
HOU,NL,1985,706,691,83,0.319,0.3879999999999999,0.261,0,,,162,,
BOS,AL,2001,772,745,82,0.3339999999999999,0.439,0.266,0,,,161,0.3289999999999999,0.3929999999999999
MIN,AL,1979,764,725,82,0.341,0.402,0.278,0,,,162,,
TBD,AL,2002,673,918,55,0.314,0.39,0.253,0,,,161,0.357,0.4629999999999999
MON,NL,1990,662,598,85,0.322,0.37,0.25,0,,,162,,
MIN,AL,2002,768,712,94,0.332,0.437,0.272,1,7.0,3.0,161,0.318,0.421
OAK,AL,1984,738,796,77,0.327,0.4039999999999999,0.259,0,,,162,,
PHI,NL,1988,597,734,65,0.306,0.355,0.239,0,,,162,,
TOR,AL,1990,767,661,86,0.3279999999999999,0.419,0.265,0,,,162,,
PHI,NL,1980,728,639,91,0.327,0.4,0.27,1,4.0,1.0,162,,
BAL,AL,2011,708,860,69,0.316,0.413,0.257,0,,,162,0.341,0.46
CLE,AL,1968,516,504,86,0.293,0.327,0.2339999999999999,0,,,162,,
PHI,NL,2011,713,529,102,0.3229999999999999,0.395,0.253,1,1.0,4.0,162,0.296,0.361
ATL,NL,2001,729,643,88,0.324,0.412,0.26,1,7.0,3.0,162,0.314,0.384
SEA,AL,1991,702,674,83,0.3279999999999999,0.3829999999999999,0.255,0,,,162,,
DET,AL,1963,700,703,79,0.327,0.382,0.252,0,,,162,,
MIL,NL,2010,750,804,77,0.335,0.424,0.262,0,,,162,0.3379999999999999,0.427
KCA,AL,1967,533,660,62,0.296,0.33,0.233,0,,,161,,
PIT,NL,1962,706,626,93,0.321,0.3939999999999999,0.268,0,,,161,,
MIN,AL,1980,670,724,77,0.319,0.381,0.265,0,,,161,,
HOU,NL,2011,615,796,56,0.311,0.374,0.258,0,,,162,0.337,0.432
HOU,NL,1986,654,569,96,0.322,0.381,0.255,1,2.0,3.0,162,,
TEX,AL,2002,843,882,72,0.3379999999999999,0.455,0.2689999999999999,0,,,162,0.355,0.451
MIN,AL,2007,718,725,79,0.33,0.391,0.264,0,,,162,0.324,0.431
PIT,NL,1966,759,641,92,0.3289999999999999,0.428,0.2789999999999999,0,,,162,,
SEA,AL,1979,711,820,67,0.331,0.4039999999999999,0.2689999999999999,0,,,162,,
MIL,NL,2012,776,733,83,0.325,0.437,0.259,0,,,162,0.326,0.414
CIN,NL,1977,802,725,88,0.345,0.436,0.2739999999999999,0,,,162,,
NYY,AL,1965,611,604,77,0.299,0.364,0.235,0,,,162,,
BOS,AL,2009,872,736,95,0.352,0.4539999999999999,0.27,1,3.0,4.0,162,0.335,0.422
MIN,AL,1984,673,675,81,0.318,0.385,0.265,0,,,162,,
STL,NL,2003,876,796,85,0.35,0.4539999999999999,0.2789999999999999,0,,,162,0.336,0.452
CIN,NL,2002,709,774,78,0.33,0.408,0.253,0,,,162,0.3379999999999999,0.426
TEX,AL,1979,750,698,83,0.3339999999999999,0.409,0.278,0,,,162,,
MIN,AL,1999,686,845,63,0.3279999999999999,0.384,0.264,0,,,161,0.342,0.465
ATL,NL,2007,810,733,84,0.3389999999999999,0.435,0.275,0,,,162,0.327,0.415
LAA,AL,2009,883,761,97,0.35,0.441,0.285,1,2.0,3.0,162,0.3379999999999999,0.432
SFG,NL,1999,872,831,86,0.356,0.434,0.271,0,,,162,0.345,0.423
CIN,NL,1982,545,661,61,0.31,0.35,0.251,0,,,162,,
SDP,NL,1993,679,772,61,0.312,0.389,0.252,0,,,162,,
TBD,AL,2001,672,887,62,0.32,0.3879999999999999,0.258,0,,,162,0.345,0.452
LAD,NL,1965,608,521,97,0.312,0.335,0.245,1,2.0,1.0,162,,
CHW,AL,1996,898,794,85,0.36,0.447,0.281,0,,,162,,
SEA,AL,1987,760,801,78,0.335,0.428,0.272,0,,,162,,
HOU,NL,2010,611,729,76,0.303,0.362,0.247,0,,,162,0.33,0.402
MIN,AL,1976,743,704,85,0.341,0.375,0.2739999999999999,0,,,162,,
MIL,NL,2011,721,638,96,0.325,0.425,0.261,1,3.0,3.0,162,0.304,0.385
SDP,NL,1986,656,723,74,0.321,0.3879999999999999,0.261,0,,,162,,
STL,NL,1977,737,688,83,0.33,0.3879999999999999,0.27,0,,,162,,
NYM,NL,1979,593,706,63,0.313,0.35,0.25,0,,,163,,
ATL,NL,1978,600,750,69,0.315,0.363,0.244,0,,,162,,
PIT,NL,1997,725,760,79,0.3289999999999999,0.4039999999999999,0.262,0,,,162,,
LAD,NL,2003,574,556,85,0.303,0.368,0.243,0,,,162,0.306,0.354
KCR,AL,2008,691,781,75,0.32,0.397,0.2689999999999999,0,,,162,0.3279999999999999,0.415
CLE,AL,1970,649,675,76,0.314,0.3939999999999999,0.249,0,,,162,,
ATL,NL,2005,769,674,90,0.3329999999999999,0.435,0.265,1,4.0,4.0,162,0.3329999999999999,0.406
STL,NL,1992,631,604,83,0.3229999999999999,0.375,0.262,0,,,162,,
STL,NL,1974,677,643,86,0.331,0.365,0.265,0,,,161,,
SFG,NL,1971,706,644,90,0.3289999999999999,0.3779999999999999,0.247,1,3.0,3.0,162,,
CIN,NL,2004,750,907,76,0.331,0.418,0.25,0,,,162,0.348,0.481
SEA,AL,2009,640,692,85,0.314,0.402,0.258,0,,,162,0.316,0.3939999999999999
BAL,AL,1965,641,578,94,0.307,0.363,0.238,0,,,162,,
STL,NL,1997,689,708,73,0.324,0.396,0.255,0,,,162,,
ATL,NL,1990,682,821,65,0.311,0.396,0.25,0,,,162,,
KCR,AL,1977,822,651,102,0.34,0.436,0.2769999999999999,1,1.0,3.0,162,,
LAD,NL,1967,519,595,73,0.301,0.332,0.236,0,,,162,,
SFG,NL,1969,713,636,90,0.3339999999999999,0.361,0.242,0,,,162,,
BOS,AL,2008,845,694,95,0.358,0.447,0.28,1,3.0,3.0,162,0.3229999999999999,0.39
SDP,NL,1992,617,636,82,0.313,0.386,0.255,0,,,162,,
STL,NL,2010,736,641,86,0.332,0.402,0.263,0,,,162,0.319,0.387
BOS,AL,1986,794,696,95,0.346,0.415,0.271,1,3.0,2.0,161,,
TEX,AL,1996,928,799,90,0.358,0.469,0.284,1,5.0,4.0,163,,
ATL,NL,1986,615,719,72,0.319,0.381,0.25,0,,,161,,
KCA,AL,1962,745,837,72,0.332,0.386,0.263,0,,,162,,
LAD,NL,2010,667,692,80,0.322,0.379,0.252,0,,,162,0.316,0.3779999999999999
LAD,NL,1987,635,675,73,0.309,0.371,0.252,0,,,162,,
TOR,AL,1978,590,775,59,0.308,0.359,0.25,0,,,161,,
NYY,AL,1964,730,577,99,0.317,0.387,0.253,1,1.0,2.0,164,,
MON,NL,1984,593,585,78,0.312,0.362,0.251,0,,,161,,
SFG,NL,1968,599,529,88,0.307,0.341,0.239,0,,,163,,
DET,AL,1973,642,674,85,0.32,0.39,0.254,0,,,162,,
SFG,NL,2006,746,790,76,0.324,0.422,0.259,0,,,161,0.337,0.415
MIN,AL,1975,724,736,76,0.341,0.386,0.271,0,,,159,,
TEX,AL,1977,767,657,94,0.342,0.405,0.27,0,,,162,,
BAL,AL,1968,579,497,91,0.304,0.352,0.225,0,,,162,,
CLE,AL,1964,689,693,79,0.312,0.38,0.247,0,,,164,,
NYY,AL,1974,671,623,89,0.324,0.368,0.263,0,,,162,,
WSA,AL,1964,578,733,62,0.299,0.348,0.231,0,,,162,,
CLE,AL,1965,663,613,87,0.315,0.379,0.25,0,,,162,,
ATL,NL,1969,691,631,93,0.321,0.38,0.258,1,4.0,3.0,162,,
TEX,AL,1998,940,871,88,0.357,0.462,0.289,1,8.0,4.0,162,,
CLE,AL,1962,682,745,80,0.312,0.3879999999999999,0.245,0,,,162,,
CHC,NL,1977,692,739,81,0.33,0.387,0.266,0,,,162,,
BOS,AL,2004,949,768,98,0.36,0.472,0.282,1,3.0,1.0,162,0.318,0.408
OAK,AL,1999,893,846,87,0.355,0.446,0.259,0,,,162,0.344,0.428
PHI,NL,2012,684,680,81,0.317,0.4,0.255,0,,,162,0.306,0.407
CHW,AL,1993,776,664,94,0.3379999999999999,0.411,0.265,1,4.0,3.0,162,,
LAD,NL,2004,761,684,93,0.332,0.423,0.262,1,5.0,4.0,162,0.3229999999999999,0.408
HOU,NL,1991,605,717,65,0.309,0.347,0.244,0,,,162,,
LAD,NL,1986,638,679,73,0.313,0.37,0.251,0,,,162,,
TOR,AL,2012,716,784,73,0.309,0.407,0.245,0,,,162,0.335,0.4379999999999999
OAK,AL,1970,678,593,89,0.325,0.392,0.249,0,,,162,,
MIN,AL,1978,666,678,73,0.3389999999999999,0.375,0.267,0,,,162,,
MIL,AL,1974,647,660,76,0.309,0.369,0.244,0,,,162,,
SFG,NL,1978,613,594,89,0.318,0.374,0.248,0,,,162,,
MIN,AL,1982,657,819,60,0.316,0.396,0.257,0,,,162,,
NYM,NL,1993,672,744,59,0.305,0.39,0.248,0,,,162,,
NYM,NL,2004,684,731,71,0.317,0.409,0.249,0,,,162,0.335,0.405
STL,NL,2000,887,771,95,0.356,0.455,0.27,1,2.0,3.0,162,0.3379999999999999,0.434
BAL,AL,1996,949,903,88,0.35,0.472,0.2739999999999999,1,6.0,3.0,163,,
NYM,NL,1971,588,550,83,0.319,0.351,0.249,0,,,162,,
MIN,AL,1991,776,652,95,0.344,0.42,0.28,1,2.0,1.0,162,,
NYY,AL,1978,735,582,100,0.3289999999999999,0.3879999999999999,0.267,1,1.0,1.0,163,,
WSA,AL,1970,626,689,70,0.321,0.358,0.238,0,,,162,,
HOU,NL,1996,753,792,82,0.336,0.397,0.262,0,,,162,,
CIN,NL,1997,651,764,76,0.321,0.389,0.253,0,,,162,,
STL,NL,1962,774,664,84,0.335,0.3939999999999999,0.271,0,,,163,,
STL,NL,1999,809,838,75,0.3379999999999999,0.426,0.262,0,,,161,0.355,0.427
